name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
pstadium;Mahjong Panic Stadium (Japan);1990;Nichibutsu;NO;-;YES;-;-;
triplew1;Mahjong Triple Wars (Japan);1989;Nichibutsu;NO;-;YES;-;-;
triplew2;Mahjong Triple Wars 2 (Japan);1990;Nichibutsu;NO;-;YES;-;-;
ntopstar;Mahjong Nerae! Top Star (Japan);1990;Nichibutsu;NO;-;YES;-;-;
mjlstory;Mahjong Jikken Love Story (Japan);1991;Nichibutsu;NO;-;YES;-;-;
vanilla;Mahjong Vanilla Syndrome (Japan);1991;Nichibutsu;NO;-;YES;-;-;
finalbny;Mahjong Final Bunny [BET] (Japan);1991;Nichibutsu;YES;vanilla;NO;vanilla;-;
qmhayaku;Quiz-Mahjong Hayaku Yatteyo! (Japan);1991;Nichibutsu;NO;-;YES;-;-;
galkoku;Mahjong Gal no Kokuhaku (Japan);1989;Nichibutsu/T.R.TEC;NO;-;YES;-;-;
hyouban;Mahjong Hyouban Musume [BET] (Japan);1989;Nichibutsu/T.R.TEC;YES;galkoku;NO;galkoku;-;
galkaika;Mahjong Gal no Kaika (Japan);1989;Nichibutsu/T.R.TEC;NO;-;YES;-;-;
tokyogal;Tokyo Gal Zukan (Japan);1989;Nichibutsu;NO;-;YES;-;-;
tokimbsj;Tokimeki Bishoujo [BET] (Japan);1989;Nichibutsu;YES;tokyogal;NO;tokyogal;-;
mcontest;Miss Mahjong Contest (Japan);1989;Nichibutsu;NO;-;YES;-;-;
uchuuai;Mahjong Uchuu yori Ai wo komete (Japan);1989;Nichibutsu;NO;-;YES;-;-;
av2mj1bb;AV2Mahjong No.1 Bay Bridge no Seijo (Japan);1991;MIKI SYOUJI/AV JAPAN;NO;-;YES;-;-;
av2mj2rg;AV2Mahjong No.2 Rouge no Kaori (Japan);1991;MIKI SYOUJI/AV JAPAN;NO;-;YES;-;-;
mjuraden;Mahjong Uranai Densetsu (Japan);1992;Nichibutsu/Yubis;NO;-;YES;-;-;
koinomp;Mahjong Koi no Magic Potion (Japan);1992;Nichibutsu;NO;-;YES;-;-;
patimono;Mahjong Pachinko Monogatari (Japan);1992;Nichibutsu;NO;-;YES;-;-;
mjanbari;Medal Mahjong Janjan Baribari [BET] (Japan);1992;Nichibutsu/Yubis/AV JAPAN;NO;-;YES;-;-;
ultramhm;Ultra Maru-hi Mahjong (Japan);1993;Apple;NO;-;YES;-;-;
gal10ren;Mahjong Gal 10-renpatsu (Japan);1993;FUJIC;NO;-;YES;-;-;
renaiclb;Mahjong Ren-ai Club (Japan);1993;FUJIC;NO;-;YES;-;-;
mjlaman;Mahjong La Man (Japan);1993;Nichibutsu/AV JAPAN;NO;-;YES;-;-;
mkeibaou;Mahjong Keibaou (Japan);1993;Nichibutsu;NO;-;YES;-;-;
pachiten;Medal Mahjong Pachi-Slot Tengoku [BET] (Japan);1993;Nichibutsu/MIKI SYOUJI/AV JAPAN;NO;-;YES;-;-;
sailorws;Mahjong Sailor Wars (Japan);1993;Nichibutsu;NO;-;YES;-;-;
sailorwr;Mahjong Sailor Wars-R [BET] (Japan);1993;Nichibutsu;YES;sailorws;NO;sailorws;-;
psailor1;Bishoujo Janshi Pretty Sailor 18-kin (Japan);1994;SPHINX;NO;-;YES;-;-;
psailor2;Bishoujo Janshi Pretty Sailor 2 (Japan);1994;SPHINX;NO;-;YES;-;-;
otatidai;Disco Mahjong Otachidai no Okite (Japan);1995;SPHINX;NO;-;YES;-;-;
ngpgal;Nekketsu Grand-Prix Gal (Japan);1991;Nichibutsu;NO;-;YES;-;-;
mjgottsu;Mahjong Gottsu ee-kanji (Japan);1991;Nichibutsu;NO;-;YES;-;-;
bakuhatu;Mahjong Bakuhatsu Junjouden (Japan);1991;Nichibutsu;YES;mjgottsu;NO;mjgottsu;-;
cmehyou;Mahjong Circuit no Mehyou (Japan);1992;Nichibutsu/Kawakusu;NO;-;YES;-;-;
mmehyou;Medal Mahjong Circuit no Mehyou [BET] (Japan);1992;Nichibutsu/Kawakusu;NO;-;YES;-;-;
mjkoiura;Mahjong Koi Uranai (Japan);1992;Nichibutsu;NO;-;YES;-;-;
imekura;Imekura Mahjong (Japan);1994;SPHINX/AV JAPAN;NO;-;YES;-;-;
mscoutm;Mahjong Scout Man (Japan);1994;SPHINX/AV JAPAN;NO;-;YES;-;-;
mjegolf;Mahjong Erotica Golf (Japan);1994;FUJIC/AV JAPAN;NO;-;YES;-;-;
niyanpai;Niyanpai (Japan);1996;Nichibutsu;NO;-;YES;-;-;
safarir;Safari Rally (World);1979;SNK (Taito license);NO;-;YES;-;-;
safarirj;Safari Rally (Japan);1979;SNK;YES;safarir;NO;safarir;safarir;
phoenix;Phoenix (Amstar);1980;Amstar;NO;-;YES;-;-;
phoenixa;Phoenix (Centuri);1980;Amstar (Centuri license);YES;phoenix;NO;phoenix;-;
phoenixt;Phoenix (Taito);1980;Taito;YES;phoenix;NO;phoenix;-;
phoenix3;Phoenix (T.P.N.);1980;bootleg;YES;phoenix;NO;phoenix;-;
phoenixc;Phoenix (IRECSA, G.G.I Corp);1981;bootleg?;YES;phoenix;NO;phoenix;-;
condor;Condor;1981;Sidam;YES;phoenix;NO;phoenix;-;
falcon;Falcon;1980;bootleg;YES;phoenix;NO;phoenix;-;
vautour;Vautour (Jeutel France);1980;bootleg;YES;phoenix;NO;phoenix;-;
pleiads;Pleiads (Tehkan);1981;Tehkan;NO;-;YES;-;-;
pleiadbl;Pleiads (bootleg);1981;bootleg;YES;pleiads;NO;pleiads;-;
pleiadce;Pleiads (Centuri);1981;Tehkan (Centuri license);YES;pleiads;NO;pleiads;-;
capitol;Capitol;1981;Universal Video Spiel;YES;pleiads;NO;pleiads;-;
survival;Survival;1982;Rock-ola;NO;-;YES;-;-;
naughtyb;Naughty Boy;1982;Jaleco;NO;-;YES;-;-;
naughtya;Naughty Boy (bootleg);1982;bootleg;YES;naughtyb;NO;naughtyb;-;
naughtyc;Naughty Boy (Cinematronics);1982;Jaleco (Cinematronics license);YES;naughtyb;NO;naughtyb;-;
popflame;Pop Flamer (protected);1982;Jaleco;NO;-;YES;-;-;
popflama;Pop Flamer (not protected);1982;Jaleco;YES;popflame;NO;popflame;-;
popflamb;Pop Flamer (hack[Q]);1982;Jaleco;YES;popflame;NO;popflame;-;
geebee;Gee Bee;1978;Namco;NO;-;YES;-;-;
geebeeg;Gee Bee (Gremlin);1978;[Namco] (Gremlin license);YES;geebee;NO;geebee;-;
bombbee;Bomb Bee;1979;Namco;NO;-;YES;-;-;
cutieq;Cutie Q;1979;Namco;NO;-;YES;-;-;
navalone;Navarone;1980;Namco;NO;-;YES;-;-;
kaitei;Kaitei Takara Sagashi;1980;K.K. Tokki;NO;-;YES;-;-;
kaitein;Kaitei Takara Sagashi (Namco);1980;Namco;NO;-;YES;-;-;
sos;SOS;1980;Namco;NO;-;YES;-;-;
tankbatt;Tank Battalion;1980;Namco;NO;-;YES;-;-;
warpwarp;Warp and Warp;1981;Namco;NO;-;YES;-;-;
warpwarr;Warp Warp (Rock-ola set 1);1981;[Namco] (Rock-ola license);YES;warpwarp;NO;warpwarp;-;
warpwar2;Warp Warp (Rock-ola set 2);1981;[Namco] (Rock-ola license);YES;warpwarp;NO;warpwarp;-;
rallyx;Rally X;1980;Namco;NO;-;YES;-;-;
rallyxm;Rally X (Midway);1980;[Namco] (Midway license);YES;rallyx;NO;rallyx;rallyx;
nrallyx;New Rally X;1981;Namco;NO;-;YES;-;rallyx;
jungler;Jungler;1981;Konami;NO;-;YES;-;-;
junglers;Jungler (Stern);1981;[Konami] (Stern license);YES;jungler;NO;jungler;-;
tactcian;Tactician (set 1);1982;[Konami] (Sega license);NO;-;YES;-;-;
tactcan2;Tactician (set 2);1981;[Konami] (Sega license);YES;tactcian;NO;tactcian;-;
locomotn;Loco-Motion;1982;Konami (Centuri license);NO;-;YES;-;-;
gutangtn;Guttang Gottong;1982;Konami (Sega license);YES;locomotn;NO;locomotn;-;
cottong;Cotocoto Cottong;1982;bootleg;YES;locomotn;NO;locomotn;-;
commsega;Commando (Sega);1983;Sega;NO;-;YES;-;-;
bosco;Bosconian (new version);1981;Namco;NO;-;YES;-;-;
boscoo;Bosconian (old version);1981;Namco;YES;bosco;NO;bosco;bosco;
boscoo2;Bosconian (older version);1981;Namco;YES;bosco;NO;bosco;bosco;
boscomd;Bosconian (Midway, new version);1981;Namco (Midway license);YES;bosco;NO;bosco;bosco;
boscomdo;Bosconian (Midway, old version);1981;Namco (Midway license);YES;bosco;NO;bosco;bosco;
galaga;Galaga (Namco rev. B);1981;Namco;NO;-;YES;-;-;
galagamw;Galaga (Midway set 1);1981;Namco (Midway license);YES;galaga;NO;galaga;galaga;
galagamk;Galaga (Midway set 2);1981;Namco (Midway license);YES;galaga;NO;galaga;galaga;
galagamf;Galaga (Midway set 1 with fast shoot hack);1981;Namco (Midway license);YES;galaga;NO;galaga;galaga;
galagao;Galaga (Namco);1981;Namco;YES;galaga;NO;galaga;galaga;
gallag;Gallag;1982;bootleg;YES;galaga;NO;galaga;galaga;
nebulbee;Nebulous Bee;1981;bootleg;YES;galaga;NO;galaga;galaga;
gatsbee;Gatsbee;1984;hack (Uchida);YES;galaga;NO;galaga;galaga;
digdug;Dig Dug (rev 2);1982;Namco;NO;-;YES;-;-;
digdugb;Dig Dug (rev 1);1982;Namco;YES;digdug;NO;digdug;-;
digdugat;Dig Dug (Atari, rev 2);1982;Namco (Atari license);YES;digdug;NO;digdug;-;
digduga1;Dig Dug (Atari, rev 1);1982;Namco (Atari license);YES;digdug;NO;digdug;-;
dzigzag;Zig Zag (Dig Dug hardware);1982;bootleg;YES;digdug;NO;digdug;-;
xevious;Xevious (Namco);1982;Namco;NO;-;YES;-;-;
xeviousa;Xevious (Atari set 1);1982;Namco (Atari license);YES;xevious;NO;xevious;xevious;
xeviousb;Xevious (Atari set 2);1982;Namco (Atari license);YES;xevious;NO;xevious;xevious;
xeviousc;Xevious (Atari set 3);1982;Namco (Atari license);YES;xevious;NO;xevious;xevious;
xevios;Xevios;1982;bootleg;YES;xevious;NO;xevious;xevious;
battles;Battles;1982;bootleg;YES;xevious;NO;xevious;-;
sxevious;Super Xevious;1984;Namco;YES;xevious;NO;xevious;xevious;
superpac;Super Pac-Man;1982;Namco;NO;-;YES;-;-;
superpcm;Super Pac-Man (Midway);1982;[Namco] (Bally Midway license);YES;superpac;NO;superpac;-;
pacnpal;Pac & Pal;1983;Namco;NO;-;YES;-;-;
pacnpal2;Pac & Pal (older);1983;Namco;YES;pacnpal;NO;pacnpal;-;
pacnchmp;Pac-Man & Chomp Chomp;1983;Namco;YES;pacnpal;NO;pacnpal;-;
phozon;Phozon (Japan);1983;Namco;NO;-;YES;-;-;
mappy;Mappy (US);1983;Namco;NO;-;YES;-;-;
mappyj;Mappy (Japan);1983;Namco;YES;mappy;NO;mappy;-;
digdug2;Dig Dug II (New Ver.);1985;Namco;NO;-;YES;-;-;
digdug2o;Dig Dug II (Old Ver.);1985;Namco;YES;digdug2;NO;digdug2;-;
todruaga;Tower of Druaga (New Ver.);1984;Namco;NO;-;YES;-;-;
todruago;Tower of Druaga (Old Ver.);1984;Namco;YES;todruaga;NO;todruaga;-;
motos;Motos;1985;Namco;NO;-;YES;-;-;
grobda;Grobda (New Ver.);1984;Namco;NO;-;YES;-;-;
grobda2;Grobda (Old Ver. set 1);1984;Namco;YES;grobda;NO;grobda;-;
grobda3;Grobda (Old Ver. set 2);1984;Namco;YES;grobda;NO;grobda;-;
gaplus;Gaplus (rev. D);1984;Namco;NO;-;YES;-;galaga;
gaplusa;Gaplus (alternate hardware);1984;Namco;YES;gaplus;NO;gaplus;galaga;
gapluso;Gaplus (rev. B);1984;Namco;YES;gaplus;NO;gaplus;galaga;
galaga3;Galaga 3 (rev. C);1984;Namco;YES;gaplus;NO;gaplus;galaga;
galaga3m;Galaga 3 (set 3);1984;Namco;YES;gaplus;NO;gaplus;galaga;
galaga3a;Galaga 3 (set 2);1984;Namco;YES;gaplus;NO;gaplus;galaga;
liblrabl;Libble Rabble;1983;Namco;NO;-;YES;-;-;
toypop;Toypop;1986;Namco;NO;-;YES;-;-;
polepos;Pole Position;1982;Namco;NO;-;YES;-;-;
poleposa;Pole Position (Atari version 2);1982;Namco (Atari license);YES;polepos;NO;polepos;polepos;
polepos1;Pole Position (Atari version 1);1982;[Namco] (Atari license);YES;polepos;NO;polepos;polepos;
topracer;Top Racer;1982;bootleg;YES;polepos;NO;polepos;polepos;
polepos2;Pole Position II;1983;Namco;NO;-;YES;-;polepos;
poleps2a;Pole Position II (Atari);1983;Namco (Atari license);YES;polepos2;NO;polepos2;polepos;
poleps2b;Pole Position II (bootleg);1983;bootleg;YES;polepos2;NO;polepos2;polepos;
pacland;Pac-Land (set 1);1984;Namco;NO;-;YES;-;-;
pacland2;Pac-Land (set 2);1984;Namco;YES;pacland;NO;pacland;-;
pacland3;Pac-Land (set 3);1984;Namco;YES;pacland;NO;pacland;-;
paclandm;Pac-Land (Midway);1984;[Namco] (Bally Midway license);YES;pacland;NO;pacland;-;
drgnbstr;Dragon Buster;1984;Namco;NO;-;YES;-;-;
skykid;Sky Kid (New Ver.);1985;Namco;NO;-;YES;-;-;
skykido;Sky Kid (Old Ver.);1985;Namco;YES;skykid;NO;skykid;-;
skykidd;Sky Kid (60A1 Ver.);1985;Namco;YES;skykid;NO;skykid;-;
baraduke;Baraduke (set 1);1985;Namco;NO;-;YES;-;-;
baraduka;Baraduke (set 2);1985;Namco;YES;baraduke;NO;baraduke;-;
metrocrs;Metro-Cross (set 1);1985;Namco;NO;-;YES;-;-;
metrocra;Metro-Cross (set 2);1985;Namco;YES;metrocrs;NO;metrocrs;-;
hopmappy;Hopping Mappy;1986;Namco;NO;-;YES;-;-;
skykiddx;Sky Kid Deluxe (set 1);1986;Namco;NO;-;YES;-;-;
skykiddo;Sky Kid Deluxe (set 2);1986;Namco;YES;skykiddx;NO;skykiddx;-;
roishtar;The Return of Ishtar;1986;Namco;NO;-;YES;-;-;
genpeitd;Genpei ToumaDen;1986;Namco;NO;-;YES;-;-;
rthunder;Rolling Thunder (new version);1986;Namco;NO;-;YES;-;-;
rthundro;Rolling Thunder (old version);1986;Namco;YES;rthunder;NO;rthunder;-;
wndrmomo;Wonder Momo;1987;Namco;NO;-;YES;-;-;
tceptor;Thunder Ceptor;1986;Namco;NO;-;YES;-;-;
tceptor2;Thunder Ceptor II;1986;Namco;YES;tceptor;NO;tceptor;-;
shadowld;Shadow Land;1987;Namco;NO;-;YES;-;-;
youkaidk;Yokai Douchuuki (Japan new version);1987;Namco;YES;shadowld;NO;shadowld;-;
yokaidko;Yokai Douchuuki (Japan old version);1987;Namco;YES;shadowld;NO;shadowld;-;
dspirit;Dragon Spirit (new version);1987;Namco;NO;-;YES;-;-;
dspirito;Dragon Spirit (old version);1987;Namco;YES;dspirit;NO;dspirit;-;
blazer;Blazer (Japan);1987;Namco;NO;-;YES;-;-;
quester;Quester (Japan);1987;Namco;NO;-;YES;-;-;
pacmania;Pac-Mania;1987;Namco;NO;-;YES;-;-;
pacmanij;Pac-Mania (Japan);1987;Namco;YES;pacmania;NO;pacmania;-;
galaga88;Galaga '88 (set 1);1987;Namco;NO;-;YES;-;-;
galag88b;Galaga '88 (set 2);1987;Namco;YES;galaga88;NO;galaga88;-;
galag88j;Galaga '88 (Japan);1987;Namco;YES;galaga88;NO;galaga88;-;
ws;World Stadium (Japan);1988;Namco;NO;-;YES;-;-;
berabohm;Beraboh Man (Japan version C);1988;Namco;NO;-;YES;-;-;
beraboho;Beraboh Man (Japan version B);1988;Namco;YES;berabohm;NO;berabohm;-;
mmaze;Marchen Maze (Japan);1988;Namco;NO;-;YES;-;-;
bakutotu;Bakutotsu Kijuutei;1988;Namco;NO;-;YES;-;-;
wldcourt;World Court (Japan);1988;Namco;NO;-;YES;-;-;
splatter;Splatter House (Japan);1988;Namco;NO;-;YES;-;-;
faceoff;Face Off (Japan);1988;Namco;NO;-;YES;-;-;
rompers;Rompers (Japan);1989;Namco;NO;-;YES;-;-;
romperso;Rompers (Japan old version);1989;Namco;YES;rompers;NO;rompers;-;
blastoff;Blast Off (Japan);1989;Namco;NO;-;YES;-;-;
ws89;World Stadium '89 (Japan);1989;Namco;YES;ws;NO;ws;-;
dangseed;Dangerous Seed (Japan);1989;Namco;NO;-;YES;-;-;
ws90;World Stadium '90 (Japan);1990;Namco;YES;ws;NO;ws;-;
pistoldm;Pistol Daimyo no Bouken (Japan);1990;Namco;NO;-;YES;-;-;
boxyboy;Boxy Boy (US);1990;Namco;NO;-;YES;-;-;
soukobdx;Souko Ban Deluxe (Japan);1990;Namco;YES;boxyboy;NO;boxyboy;-;
puzlclub;Puzzle Club (Japan prototype);1990;Namco;NO;-;YES;-;-;
tankfrce;Tank Force (US);1991;Namco;NO;-;YES;-;-;
tankfrcj;Tank Force (Japan);1991;Namco;YES;tankfrce;NO;tankfrce;-;
finallap;Final Lap (Rev E);1987;Namco;NO;-;YES;-;-;
finalapd;Final Lap (Rev D);1987;Namco;YES;finallap;NO;finallap;-;
finalapc;Final Lap (Rev C);1987;Namco;YES;finallap;NO;finallap;-;
finlapjc;Final Lap (Japan - Rev C);1987;Namco;YES;finallap;NO;finallap;-;
finlapjb;Final Lap (Japan - Rev B);1987;Namco;YES;finallap;NO;finallap;-;
assault;Assault;1988;Namco;NO;-;YES;-;-;
assaultj;Assault (Japan);1988;Namco;YES;assault;NO;assault;-;
assaultp;Assault Plus (Japan);1988;Namco;YES;assault;NO;assault;-;
metlhawk;Metal Hawk (Japan);1988;Namco;NO;-;YES;-;-;
ordyne;Ordyne (Japan);1988;Namco;NO;-;YES;-;-;
mirninja;Mirai Ninja (Japan);1988;Namco;NO;-;YES;-;-;
phelios;Phelios (Japan);1988;Namco;NO;-;YES;-;-;
dirtfoxj;Dirt Fox (Japan);1989;Namco;NO;-;YES;-;-;
fourtrax;Four Trax;1989;Namco;NO;-;YES;-;-;
valkyrie;Valkyrie No Densetsu (Japan);1989;Namco;NO;-;YES;-;-;
finehour;Finest Hour (Japan);1989;Namco;NO;-;YES;-;-;
burnforc;Burning Force (Japan);1989;Namco;NO;-;YES;-;-;
marvland;Marvel Land (US);1989;Namco;NO;-;YES;-;-;
marvlanj;Marvel Land (Japan);1989;Namco;YES;marvland;NO;marvland;-;
kyukaidk;Kyuukai Douchuuki (Japan new version);1990;Namco;NO;-;YES;-;-;
kyukaido;Kyuukai Douchuuki (Japan old version);1990;Namco;YES;kyukaidk;NO;kyukaidk;-;
dsaber;Dragon Saber;1990;Namco;NO;-;YES;-;-;
dsaberj;Dragon Saber (Japan);1990;Namco;YES;dsaber;NO;dsaber;-;
finalap2;Final Lap 2;1990;Namco;NO;-;YES;-;-;
finalp2j;Final Lap 2 (Japan);1990;Namco;YES;finalap2;NO;finalap2;-;
gollygho;Golly! Ghost!;1990;Namco;NO;-;YES;-;-;
rthun2;Rolling Thunder 2;1990;Namco;NO;-;YES;-;-;
rthun2j;Rolling Thunder 2 (Japan);1990;Namco;YES;rthun2;NO;rthun2;-;
sgunner;Steel Gunner;1990;Namco;NO;-;YES;-;-;
sgunner2;Steel Gunner 2 (US);1991;Namco;NO;-;YES;-;-;
sgunnr2j;Steel Gunner 2 (Japan);1991;Namco;YES;sgunner2;NO;sgunner2;-;
cosmogng;Cosmo Gang the Video (US);1991;Namco;NO;-;YES;-;-;
cosmognj;Cosmo Gang the Video (Japan);1991;Namco;YES;cosmogng;NO;cosmogng;-;
finalap3;Final Lap 3 (Japan set 1);1992;Namco;NO;-;YES;-;-;
finalp3a;Final Lap 3 (World);1992;Namco;YES;finalap3;NO;finalap3;-;
luckywld;Lucky and Wild;1992;Namco;NO;-;YES;-;-;
suzuka8h;Suzuka 8 Hours (World[Q]);1992;Namco;NO;-;YES;-;-;
suzuk8hj;Suzuka 8 Hours (Japan);1992;Namco;YES;suzuka8h;NO;suzuka8h;-;
sws92;Super World Stadium '92 (Japan);1992;Namco;NO;-;YES;-;-;
sws92g;Super World Stadium '92 Gekitouban (Japan);1992;Namco;YES;sws92;NO;sws92;-;
suzuk8h2;Suzuka 8 Hours 2 (Japan);1993;Namco;NO;-;YES;-;-;
sws93;Super World Stadium '93 (Japan);1993;Namco;NO;-;YES;-;-;
bkrtmaq;Bakuretsu Quiz Ma-Q Dai Bouken (Japan);1992;Namco;NO;-;YES;-;-;
cgangpzl;Cosmo Gang the Puzzle (US);1992;Namco;NO;-;YES;-;-;
cgangpzj;Cosmo Gang the Puzzle (Japan);1992;Namco;YES;cgangpzl;NO;cgangpzl;-;
exvania;Exvania (Japan);1992;Namco;NO;-;YES;-;-;
fghtatck;Fighter and Attacker (US);1992;Namco;NO;-;YES;-;-;
fa;F-A (Japan);1992;Namco;YES;fghtatck;NO;fghtatck;-;
knckhead;Knuckle Heads (World);1992;Namco;NO;-;YES;-;-;
knckhedj;Knuckle Heads (Japan);1992;Namco;YES;knckhead;NO;knckhead;-;
swcourt;Super World Court (Japan);1992;Namco;NO;-;YES;-;-;
emeralda;Emeraldia (Japan Version B);1993;Namco;NO;-;YES;-;-;
emerldaa;Emeraldia (Japan);1993;Namco;YES;emeralda;NO;emeralda;-;
numanath;Numan Athletics (World);1993;Namco;NO;-;YES;-;-;
numanatj;Numan Athletics (Japan);1993;Namco;YES;numanath;NO;numanath;-;
quiztou;Nettou! Gekitou! Quiztou!! (Japan);1993;Namco;NO;-;YES;-;-;
tinklpit;Tinkle Pit (Japan);1993;Namco;NO;-;YES;-;-;
xday2;X-Day 2 (Japan);1995;Namco;NO;-;YES;-;-;
nebulray;Nebulas Ray (World);1994;Namco;NO;-;YES;-;-;
nebulryj;Nebulas Ray (Japan);1994;Namco;YES;nebulray;NO;nebulray;-;
ptblank;Point Blank;1994;Namco;NO;-;YES;-;-;
gunbulet;Gun Bullet (Japan);1994;Namco;YES;ptblank;NO;ptblank;-;
gslgr94u;Great Sluggers '94;1994;Namco;NO;-;YES;-;-;
sws95;Super World Stadium '95 (Japan);1995;Namco;NO;-;YES;-;-;
sws96;Super World Stadium '96 (Japan);1996;Namco;NO;-;YES;-;-;
sws97;Super World Stadium '97 (Japan);1997;Namco;NO;-;YES;-;-;
vshoot;J-League Soccer V-Shoot;1994;Namco;NO;-;YES;-;-;
outfxies;Outfoxies;1994;Namco;NO;-;YES;-;-;
outfxesj;Outfoxies (Japan);1994;Namco;YES;outfxies;NO;outfxies;-;
machbrkr;Mach Breakers (Japan);1995;Namco;NO;-;YES;-;-;
ncv1;Namco Classics Collection Vol.1;1995;Namco;NO;-;YES;-;-;
ncv1j;Namco Classics Collection Vol.1 (Japan set 1);1995;Namco;YES;ncv1;NO;ncv1;-;
ncv1j2;Namco Classics Collection Vol.1 (Japan set 2);1995;Namco;YES;ncv1;NO;ncv1;-;
ncv2;Namco Classics Collection Vol.2;1996;Namco;NO;-;YES;-;-;
ncv2j;Namco Classics Collection Vol.2 (Japan);1996;Namco;YES;ncv2;NO;ncv2;-;
winrun91;Winning Run 91;1991;Namco;NO;-;YES;-;-;
solvalou;Solvalou (Japan);1991;Namco;NO;-;YES;-;-;
starblad;Starblade;1991;Namco;NO;-;YES;-;-;
aircombj;Air Combat (Japan);1992;Namco;NO;-;YES;-;-;
aircombu;Air Combat (US);1992;Namco;YES;aircombj;NO;aircombj;-;
cybsled;Cyber Sled;1993;Namco;NO;-;YES;-;-;
alpinerd;Alpine Racer (Rev. AR2 Ver.D);1995;Namco;NO;-;YES;-;-;
alpinerc;Alpine Racer (Rev. AR2 Ver.C);1995;Namco;YES;alpinerd;NO;alpinerd;-;
raveracw;Rave Racer (Rev. RV2, World);1995;Namco;NO;-;YES;-;-;
ridgeraj;Ridge Racer (Rev. RR1, Japan);1993;Namco;NO;-;YES;-;-;
ridger2j;Ridge Racer 2 (Rev. RRS1, Japan);1994;Namco;NO;-;YES;-;-;
acedrvrw;Ace Driver (Rev. AD2, World);1994;Namco;NO;-;YES;-;-;
victlapw;Ace Driver - Victory Lap (Rev. ADV2, World);1996;Namco;NO;-;YES;-;-;
cybrcomm;Cyber Commando (Rev. CY1, Japan);1995;Namco;NO;-;YES;-;-;
airco22b;Air Combat 22 (Rev. ACS1 Ver.B);1995;Namco;NO;-;YES;-;-;
cybrcycc;Cyber Cycles (Rev. CB2 Ver.C);1995;Namco;NO;-;YES;-;-;
timecrsa;Time Crisis (Rev. TS2 Ver.A);1995;Namco;NO;-;YES;-;-;
propcycl;Prop Cycle (Rev PR2 Ver.A);1996;Namco;NO;-;YES;-;-;
cosmicg;Cosmic Guerilla;1979;Universal;NO;-;YES;-;-;
cosmica;Cosmic Alien;1979;Universal;NO;-;YES;-;-;
cosmica2;Cosmic Alien (older);1979;Universal;YES;cosmica;NO;cosmica;cosmica;
panic;Space Panic (version E);1980;Universal;NO;-;YES;-;-;
panic2;Space Panic (set 2);1980;Universal;YES;panic;NO;panic;panic;
panic3;Space Panic (set 3);1980;Universal;YES;panic;NO;panic;panic;
panich;Space Panic (harder);1980;Universal;YES;panic;NO;panic;panic;
panicger;Space Panic (German);1980;Universal (ADP Automaten license);YES;panic;NO;panic;panic;
zerohour;Zero Hour;1980;Universal;NO;-;YES;-;-;
redclash;Red Clash;1981;Tehkan;NO;-;YES;-;-;
redclask;Red Clash (Kaneko);1981;Kaneko;YES;redclash;NO;redclash;-;
magspot;Magical Spot;1980;Universal;NO;-;YES;-;-;
magspot2;Magical Spot II;1980;Universal;NO;-;YES;-;-;
devzone;Devil Zone;1980;Universal;NO;-;YES;-;-;
devzone2;Devil Zone (easier);1980;Universal;YES;devzone;NO;devzone;-;
nomnlnd;No Man's Land;1980;Universal;NO;-;YES;-;-;
nomnlndg;No Man's Land (Gottlieb);1980;Universal (Gottlieb license);YES;nomnlnd;NO;nomnlnd;-;
cheekyms;Cheeky Mouse;1980;Universal;NO;-;YES;-;-;
ladybug;Lady Bug;1981;Universal;NO;-;YES;-;-;
ladybugb;Lady Bug (bootleg);1981;bootleg;YES;ladybug;NO;ladybug;-;
snapjack;Snap Jack;1982;Universal;NO;-;YES;-;-;
cavenger;Cosmic Avenger;1981;Universal;NO;-;YES;-;-;
dorodon;Dorodon (set 1);1982;Falcon;NO;-;YES;-;-;
dorodon2;Dorodon (set 2);1982;Falcon;YES;dorodon;NO;dorodon;-;
sraider;Space Raider;1982;Universal;NO;-;YES;-;-;
mrsdyna;Mrs. Dynamite;1982;Universal;NO;-;YES;-;-;
mrdo;Mr. Do!;1982;Universal;NO;-;YES;-;-;
mrdoy;Mr. Do! (prototype);1982;Universal;YES;mrdo;NO;mrdo;-;
mrdot;Mr. Do! (Taito);1982;Universal (Taito license);YES;mrdo;NO;mrdo;-;
mrdofix;Mr. Do! (bugfixed);1982;Universal (Taito license);YES;mrdo;NO;mrdo;-;
mrlo;Mr. Lo!;1982;bootleg;YES;mrdo;NO;mrdo;-;
mrdu;Mr. Du!;1982;bootleg;YES;mrdo;NO;mrdo;-;
yankeedo;Yankee DO!;1982;hack;YES;mrdo;NO;mrdo;-;
docastle;Mr. Do's Castle (set 1);1983;Universal;NO;-;YES;-;-;
docastl2;Mr. Do's Castle (set 2);1983;Universal;YES;docastle;NO;docastle;-;
docastlo;Mr. Do's Castle (older);1983;Universal;YES;docastle;NO;docastle;-;
douni;Mr. Do vs. Unicorns;1983;Universal;YES;docastle;NO;docastle;-;
dorunrun;Do! Run Run (set 1);1984;Universal;NO;-;YES;-;-;
dorunru2;Do! Run Run (set 2);1984;Universal;YES;dorunrun;NO;dorunrun;-;
dorunruc;Do! Run Run (Do's Castle hardware);1984;Universal;YES;dorunrun;NO;dorunrun;-;
spiero;Super Pierrot (Japan);1987;Universal;YES;dorunrun;NO;dorunrun;-;
