name;cloneof;description;is_clone;is_parent;manufacturer;romof;sampleof;year
punksht2;punkshot;Punk Shot (US 2 Players);NO;YES;Konami;punkshot;-;1990;
punkshtj;punkshot;Punk Shot (Japan 2 Players);NO;YES;Konami;punkshot;-;1990;
glfgreat;-;Golfing Greats;YES;NO;Konami;-;-;1991;
glfgretj;glfgreat;Golfing Greats (Japan);NO;YES;Konami;glfgreat;-;1991;
tmnt22p;tmnt2;Teenage Mutant Ninja Turtles - Turtles in Time (US 2 Players ver. UDA);NO;YES;Konami;tmnt2;-;1991;
ssrdrebd;ssriders;Sunset Riders (World 2 Players ver. EBD);NO;YES;Konami;ssriders;-;1991;
ssrdrebc;ssriders;Sunset Riders (World 2 Players ver. EBC);NO;YES;Konami;ssriders;-;1991;
ssrdruda;ssriders;Sunset Riders (US 4 Players ver. UDA);NO;YES;Konami;ssriders;-;1991;
ssrdruac;ssriders;Sunset Riders (US 4 Players ver. UAC);NO;YES;Konami;ssriders;-;1991;
ssrdrubc;ssriders;Sunset Riders (US 2 Players ver. UBC);NO;YES;Konami;ssriders;-;1991;
ssrdrabd;ssriders;Sunset Riders (Asia 2 Players ver. ABD);NO;YES;Konami;ssriders;-;1991;
ssrdrjbd;ssriders;Sunset Riders (Japan 2 Players ver. JBD);NO;YES;Konami;ssriders;-;1991;
sunsetbl;ssriders;Sunset Riders (bootleg 4 Players ver. ADD);NO;YES;Konami;ssriders;-;1991;
xmen2p;xmen;X-Men (World 2 Players);NO;YES;Konami;xmen;-;1992;
astrxeac;asterix;Asterix (World ver. EAC);NO;YES;Konami;asterix;-;1992;
astrxeaa;asterix;Asterix (World ver. EAA);NO;YES;Konami;asterix;-;1992;
prmrsocr;-;Premier Soccer (Europe ver. EAB);YES;NO;Konami;-;-;1993;
prmrsocj;prmrsocr;Premier Soccer (Japan ver. JAB);NO;YES;Konami;prmrsocr;-;1993;
moo;-;Wild West C.O.W.-Boys of Moo Mesa (World version EA);YES;NO;Konami;-;-;1992;
mooua;moo;Wild West C.O.W.-Boys of Moo Mesa (US version UA);NO;YES;Konami;moo;-;1992;
moobl;moo;Wild West C.O.W.-Boys of Moo Mesa (bootleg version AA);NO;YES;<unknown>;moo;-;1992;
buckyua;bucky;Bucky O'Hare (US version UA);NO;YES;Konami;bucky;-;1992;
mystwaru;mystwarr;Mystic Warriors (US ver UAA);NO;YES;Konami;mystwarr;-;1993;
viostrmu;viostorm;Violent Storm (US ver UAB);NO;YES;Konami;viostorm;-;1993;
viostrmj;viostorm;Violent Storm (Japan ver JAC);NO;YES;Konami;viostorm;-;1993;
viostrma;viostorm;Violent Storm (Asia ver AAC);NO;YES;Konami;viostorm;-;1993;
metamrpj;metamrph;Metamorphic Force (Japan ver JAA);NO;YES;Konami;metamrph;-;1993;
mtlchmpj;mtlchamp;Martial Champion (Japan ver JAA);NO;YES;Konami;mtlchamp;-;1993;
rungun;-;Run and Gun (World ver. EAA);YES;NO;Konami;-;-;1993;
rungunu;rungun;Run and Gun (US ver. UAB);NO;YES;Konami;rungun;-;1993;
slmdunkj;rungun;Slam Dunk (Japan ver. JAA));NO;YES;Konami;rungun;-;1993;
overdriv;-;Over Drive;YES;NO;Konami;-;-;1990;
grdius3a;gradius3;Gradius III (Asia);NO;YES;Konami;gradius3;-;1989;
grdius3e;gradius3;Gradius III (World [Q]);NO;YES;Konami;gradius3;-;1989;
plygonet;-;Polygonet Commanders (ver UAA);YES;NO;Konami;-;-;1993;
racinfrc;-;Racin' Force (ver UAB);YES;NO;Konami;konamigx;-;1994;
opengolf;-;Konami's Open Golf Championship (ver EAD);YES;NO;Konami;konamigx;-;1994;
ggreats2;opengolf;Golfing Greats 2 (ver JAC);NO;YES;Konami;opengolf;-;1994;
le2;-;Lethal Enforcers II - Gun Fighters (ver EAA);YES;NO;Konami;konamigx;-;1994;
le2u;le2;Lethal Enforcers II - Gun Fighters (ver UAA);NO;YES;Konami;le2;-;1994;
puzldama;-;Taisen Puzzle-dama (ver JAA);YES;NO;Konami;konamigx;-;1994;
gokuparo;-;Gokujyou Parodius (ver JAD);YES;NO;Konami;konamigx;-;1994;
fantjour;gokuparo;Fantastic Journey;NO;YES;Konami;gokuparo;-;1994;
dragoonj;-;Dragoon Might (ver JAA);YES;NO;Konami;konamigx;-;1995;
tbyahhoo;-;Twin Bee Yahhoo! (ver JAA);YES;NO;Konami;konamigx;-;1995;
tkmmpzdm;-;Tokimeki Memorial Taisen Puzzle-dama (ver JAB);YES;NO;Konami;konamigx;-;1995;
salmndr2;-;Salamander 2 (ver JAA);YES;NO;Konami;konamigx;-;1996;
sexyparo;-;Sexy Parodius (ver JAA);YES;NO;Konami;konamigx;-;1996;
sexyparoa;sexyparo;Sexy Parodius (ver AAA);NO;YES;Konami;sexyparo;-;1996;
daiskiss;-;Daisu-Kiss (ver JAA);YES;NO;Konami;konamigx;-;1996;
tokkae;-;Taisen Tokkae-dama (ver JAA);YES;NO;Konami;konamigx;-;1996;
winspike;-;Winning Spike (ver JAA);YES;NO;Konami;konamigx;-;1997;
soccerss;-;Soccer Superstars (ver JAA);YES;NO;Konami;konamigx;-;1994;
vsnetscr;-;Versus Net Soccer (ver UAB);YES;NO;Konami;konamigx;-;1996;
rungun2;-;Run and Gun 2 (ver UAA);YES;NO;Konami;konamigx;-;1996;
slamdnk2;rungun2;Slam Dunk 2 (ver JAA);NO;YES;Konami;rungun2;-;1996;
rushhero;-;Rushing Heroes (ver UAB);YES;NO;Konami;konamigx;-;1996;
bm1stmix;-;beatmania (ver JA-B);YES;NO;Konami;-;-;1997;
bm2ndmix;-;beatmania 2nd MIX (ver JA-B);YES;NO;Konami;-;-;1998;
bm2ndmxa;bm2ndmix;beatmania 2nd MIX (ver JA-A);NO;YES;Konami;bm2ndmix;-;1998;
bmcompmx;-;beatmania complete MIX (ver JA-B);YES;NO;Konami;-;-;1999;
hmcompmx;bmcompmx;hiphopmania complete MIX (ver UA-B);NO;YES;Konami;bmcompmx;-;1999;
bm4thmix;-;beatmania 4th MIX (ver JA-A);YES;NO;Konami;-;-;1999;
hmcompm2;-;hiphopmania complete MIX 2 (ver UA-A);YES;NO;Konami;-;-;2000;
bmdct;-;beatmania f. Dreams Come True (ver JA-A);YES;NO;Konami;-;-;2000;
bmcorerm;-;beatmania CORE REMIX (ver JA-A);YES;NO;Konami;-;-;2000;
carpolo;-;Car Polo;YES;NO;Exidy;-;-;1977;
sidetrac;-;Side Track;YES;NO;Exidy;-;targ;1979;
targ;-;Targ;YES;NO;Exidy;-;-;1980;
targc;targ;Targ (cocktail[Q]);NO;YES;Exidy;targ;targ;1980;
spectar;-;Spectar (revision 3);YES;NO;Exidy;-;targ;1980;
spectar1;spectar;Spectar (revision 1[Q]);NO;YES;Exidy;spectar;targ;1980;
rallys;spectar;Rallys (bootleg[Q]);NO;YES;Novar;spectar;targ;1980;
phantoma;spectar;Phantomas;NO;YES;Jeutel;spectar;targ;1980;
venture;-;Venture (version 5 set 1);YES;NO;Exidy;-;-;1981;
venture2;venture;Venture (version 5 set 2);NO;YES;Exidy;venture;-;1981;
venture4;venture;Venture (version 4);NO;YES;Exidy;venture;-;1981;
mtrap;-;Mouse Trap (version 5);YES;NO;Exidy;-;-;1981;
mtrap3;mtrap;Mouse Trap (version 3);NO;YES;Exidy;mtrap;-;1981;
mtrap4;mtrap;Mouse Trap (version 4);NO;YES;Exidy;mtrap;-;1981;
pepper2;-;Pepper II;YES;NO;Exidy;-;-;1982;
hardhat;-;Hard Hat;YES;NO;Exidy;-;-;1982;
fax;-;Fax;YES;NO;Exidy;-;-;1983;
circus;-;Circus;YES;NO;Exidy;-;-;1977;
robotbwl;-;Robot Bowl;YES;NO;Exidy;-;-;1977;
crash;-;Crash;YES;NO;Exidy;-;-;1979;
ripcord;-;Rip Cord;YES;NO;Exidy;-;-;1979;
starfire;-;Star Fire (set 1);YES;NO;Exidy;-;-;1979;
starfira;starfire;Star Fire (set 2);NO;YES;Exidy;starfire;-;1979;
fireone;-;Fire One;YES;NO;Exidy;-;-;1979;
starfir2;-;Star Fire 2;YES;NO;Exidy;-;-;1979;
victory;-;Victory;YES;NO;Exidy;-;-;1982;
victorba;victory;Victor Banana;NO;YES;Exidy;victory;-;1982;
teetert;-;Teeter Torture (prototype);YES;NO;Exidy;-;-;1982;
hitnmis2;hitnmiss;Hit 'n Miss (version 2.0);NO;YES;Exidy;hitnmiss;-;1987;
copsnrob;-;Cops'n Robbers;YES;NO;Atari;-;-;1976;
flyball;-;Flyball;YES;NO;Atari;-;-;1976;
sprint2;sprint1;Sprint 2 (set 1);NO;YES;Atari;sprint1;-;1976;
sprint2a;sprint1;Sprint 2 (set 2);NO;YES;Atari;sprint1;-;1976;
sprint4;-;Sprint 4 (set 1);YES;NO;Atari;-;-;1977;
sprint4a;sprint4;Sprint 4 (set 2);NO;YES;Atari;sprint4;-;1977;
dominos;-;Dominos;YES;NO;Atari;-;-;1977;
triplhnt;-;Triple Hunt;YES;NO;Atari;-;-;1977;
sprint8;-;Sprint 8;YES;NO;Atari;-;-;1977;
sprint8a;sprint8;Sprint 8 (play tag and chase);NO;YES;Atari;sprint8;-;1977;
dragrace;-;Drag Race;YES;NO;Atari;-;-;1977;
poolshrk;-;Poolshark;YES;NO;Atari;-;-;1977;
starshp1;-;Starship 1;YES;NO;Atari;-;-;1977;
starshpp;starshp1;Starship 1 (prototype[Q]);NO;YES;Atari;starshp1;-;1977;
superbug;-;Super Bug;YES;NO;Atari;-;-;1977;
destroyr;-;Destroyer;YES;NO;Atari;-;-;1977;
sprint1;-;Sprint 1;YES;NO;Atari;-;-;1978;
ultratnk;-;Ultra Tank;YES;NO;Atari;-;-;1978;
skyraid;-;Sky Raider;YES;NO;Atari;-;-;1978;
tourtabl;-;Tournament Table (set 1);YES;NO;Atari;-;-;1978;
tourtab2;tourtabl;Tournament Table (set 2);NO;YES;Atari;tourtabl;-;1978;
avalnche;-;Avalanche;YES;NO;Atari;-;-;1978;
firetrk;-;Fire Truck;YES;NO;Atari;-;-;1978;
skydiver;-;Sky Diver;YES;NO;Atari;-;-;1978;
sbrkout;-;Super Breakout;YES;NO;Atari;-;-;1978;
atarifb;-;Atari Football (revision 2);YES;NO;Atari;-;-;1978;
atarifb1;atarifb;Atari Football (revision 1);NO;YES;Atari;atarifb;-;1978;
orbit;-;Orbit;YES;NO;Atari;-;-;1978;
boxer;-;Boxer (prototype);YES;NO;Atari;-;-;1978;
wolfpack;-;Wolf Pack (prototype);YES;NO;Atari;-;-;1978;
videopin;-;Video Pinball;YES;NO;Atari;-;-;1979;
atarifb4;atarifb;Atari Football (4 players);NO;YES;Atari;atarifb;-;1979;
subs;-;Subs;YES;NO;Atari;-;-;1977;
bsktball;-;Basketball;YES;NO;Atari;-;-;1979;
abaseb;-;Atari Baseball (set 1);YES;NO;Atari;-;-;1979;
abaseb2;abaseb;Atari Baseball (set 2);NO;YES;Atari;abaseb;-;1979;
montecar;-;Monte Carlo;YES;NO;Atari;-;-;1979;
soccer;-;Atari Soccer;YES;NO;Atari;-;-;1980;
asteroi1;asteroid;Asteroids (rev 1);NO;YES;Atari;asteroid;-;1979;
asteroib;asteroid;Asteroids (bootleg on Lunar Lander hardware);NO;YES;bootleg;asteroid;-;1979;
astdelu1;astdelux;Asteroids Deluxe (rev 1);NO;YES;Atari;astdelux;-;1980;
bzone2;bzone;Battle Zone (set 2);NO;YES;Atari;bzone;-;1980;
gravitr2;gravitar;Gravitar (version 2);NO;YES;Atari;gravitar;-;1982;
gravp;gravitar;Gravitar (prototype);NO;YES;Atari;gravitar;-;1982;
starwar1;starwars;Star Wars (rev 1);NO;YES;Atari;starwars;-;1983;
alphaona;mhavoc;Alpha One (prototype, 5 lives);NO;YES;Atari;mhavoc;-;1983;
warlords;-;Warlords;YES;NO;Atari;-;-;1980;
centipd2;centiped;Centipede (revision 2);NO;YES;Atari;centiped;-;1980;
centtime;centiped;Centipede (revision 4);NO;YES;Atari;centiped;-;1980;
centipdb;centiped;Caterpillar (bootleg of Centipede);NO;YES;bootleg;centiped;-;1980;
centipb2;centiped;Centipede (bootleg, set 1);NO;YES;bootleg;centiped;-;1980;
millpac;centiped;Millpac (bootleg of Centipede);NO;YES;Valadon Automation;centiped;-;1980;
magworm;centiped;Magic Worm (bootleg of Centipede);NO;YES;bootleg;centiped;-;1980;
qwak;-;Qwak (prototype);YES;NO;Atari;-;-;1982;
runaway;-;Runaway (prototype);YES;NO;Atari;-;-;1982;
tunhunt;-;Tunnel Hunt;YES;NO;Atari;-;-;1979;
tunhuntc;tunhunt;Tunnel Hunt (Centuri);NO;YES;Atari (Centuri license);tunhunt;-;1981;
liberatr;-;Liberator (set 1);YES;NO;Atari;-;-;1982;
liberat2;liberatr;Liberator (set 2);NO;YES;Atari;liberatr;-;1982;
ccastle3;ccastles;Crystal Castles (version 3);NO;YES;Atari;ccastles;-;1983;
ccastle2;ccastles;Crystal Castles (version 2);NO;YES;Atari;ccastles;-;1983;
ccastlej;ccastles;Crystal Castles (joystick version);NO;YES;Atari;ccastles;-;1983;
peterpak;-;Peter Pack-Rat;YES;NO;Atari Games;-;-;1984;
marble;-;Marble Madness (set 1);YES;NO;Atari Games;-;-;1984;
marble2;marble;Marble Madness (set 2);NO;YES;Atari Games;marble;-;1984;
marble3;marble;Marble Madness (set 3);NO;YES;Atari Games;marble;-;1984;
marble4;marble;Marble Madness (set 4);NO;YES;Atari Games;marble;-;1984;
indytemp;-;Indiana Jones and the Temple of Doom (set 1);YES;NO;Atari Games;-;-;1985;
indytem2;indytemp;Indiana Jones and the Temple of Doom (set 2);NO;YES;Atari Games;indytemp;-;1985;
indytem3;indytemp;Indiana Jones and the Temple of Doom (set 3);NO;YES;Atari Games;indytemp;-;1985;
indytem4;indytemp;Indiana Jones and the Temple of Doom (set 4);NO;YES;Atari Games;indytemp;-;1985;
indytemd;indytemp;Indiana Jones and the Temple of Doom (German);NO;YES;Atari Games;indytemp;-;1985;
roadrunn;-;Road Runner (rev 2);YES;NO;Atari Games;-;-;1985;
roadrun2;roadrunn;Road Runner (rev 1+);NO;YES;Atari Games;roadrunn;-;1985;
roadrun1;roadrunn;Road Runner (rev 1);NO;YES;Atari Games;roadrunn;-;1985;
roadblst;-;Road Blasters (upright, rev 4);YES;NO;Atari Games;-;-;1987;
roadblsg;roadblst;Road Blasters (upright, German, rev 3);NO;YES;Atari Games;roadblst;-;1987;
roadbls3;roadblst;Road Blasters (upright, rev 3);NO;YES;Atari Games;roadblst;-;1987;
roadblg2;roadblst;Road Blasters (upright, German, rev 2);NO;YES;Atari Games;roadblst;-;1987;
roadbls2;roadblst;Road Blasters (upright, rev 2);NO;YES;Atari Games;roadblst;-;1987;
roadblg1;roadblst;Road Blasters (upright, German, rev 1);NO;YES;Atari Games;roadblst;-;1987;
roadbls1;roadblst;Road Blasters (upright, rev 1);NO;YES;Atari Games;roadblst;-;1987;
roadblsc;roadblst;Road Blasters (cockpit, rev 2);NO;YES;Atari Games;roadblst;-;1987;
roadblcg;roadblst;Road Blasters (cockpit, German, rev 1);NO;YES;Atari Games;roadblst;-;1987;
roadblc1;roadblst;Road Blasters (cockpit, rev 1);NO;YES;Atari Games;roadblst;-;1987;
paperboy;-;Paperboy (rev 3);YES;NO;Atari Games;-;-;1984;
paperbr2;paperboy;Paperboy (rev 2);NO;YES;Atari Games;paperboy;-;1984;
paperbr1;paperboy;Paperboy (rev 1);NO;YES;Atari Games;paperboy;-;1984;
ssprint;-;Super Sprint (rev 4);YES;NO;Atari Games;-;-;1986;
ssprint3;ssprint;Super Sprint (rev 3);NO;YES;Atari Games;ssprint;-;1986;
ssprint1;ssprint;Super Sprint (rev 1);NO;YES;Atari Games;ssprint;-;1986;
ssprintg;ssprint;Super Sprint (German, rev 2);NO;YES;Atari Games;ssprint;-;1986;
sspring1;ssprint;Super Sprint (German, rev 1);NO;YES;Atari Games;ssprint;-;1986;
ssprintf;ssprint;Super Sprint (French);NO;YES;Atari Games;ssprint;-;1986;
ssprints;ssprint;Super Sprint (Spanish);NO;YES;Atari Games;ssprint;-;1986;
csprint;-;Championship Sprint (rev 3);YES;NO;Atari Games;-;-;1986;
csprint2;csprint;Championship Sprint (rev 2);NO;YES;Atari Games;csprint;-;1986;
csprint1;csprint;Championship Sprint (rev 1);NO;YES;Atari Games;csprint;-;1986;
csprintg;csprint;Championship Sprint (German, rev 2);NO;YES;Atari Games;csprint;-;1986;
cspring1;csprint;Championship Sprint (German, rev 1);NO;YES;Atari Games;csprint;-;1986;
csprintf;csprint;Championship Sprint (French);NO;YES;Atari Games;csprint;-;1986;
csprints;csprint;Championship Sprint (Spanish, rev 2);NO;YES;Atari Games;csprint;-;1986;
csprins1;csprint;Championship Sprint (Spanish, rev 1);NO;YES;Atari Games;csprint;-;1986;
720;-;720 Degrees (rev 4);YES;NO;Atari Games;-;-;1986;
720r3;720;720 Degrees (rev 3);NO;YES;Atari Games;720;-;1986;
720r2;720;720 Degrees (rev 2);NO;YES;Atari Games;720;-;1986;
720r1;720;720 Degrees (rev 1);NO;YES;Atari Games;720;-;1986;
720g;720;720 Degrees (German, rev 2);NO;YES;Atari Games;720;-;1986;
720gr1;720;720 Degrees (German, rev 1);NO;YES;Atari Games;720;-;1986;
apb;-;APB - All Points Bulletin (rev 7);YES;NO;Atari Games;-;-;1987;
apb6;apb;APB - All Points Bulletin (rev 6);NO;YES;Atari Games;apb;-;1987;
apb5;apb;APB - All Points Bulletin (rev 5);NO;YES;Atari Games;apb;-;1987;
apb4;apb;APB - All Points Bulletin (rev 4);NO;YES;Atari Games;apb;-;1987;
apb3;apb;APB - All Points Bulletin (rev 3);NO;YES;Atari Games;apb;-;1987;
apb2;apb;APB - All Points Bulletin (rev 2);NO;YES;Atari Games;apb;-;1987;
apb1;apb;APB - All Points Bulletin (rev 1);NO;YES;Atari Games;apb;-;1987;
apbg;apb;APB - All Points Bulletin (German);NO;YES;Atari Games;apb;-;1987;
apbf;apb;APB - All Points Bulletin (French);NO;YES;Atari Games;apb;-;1987;
irobot;-;I, Robot;YES;NO;Atari;-;-;1983;
harddriv;-;Hard Drivin' (cockpit, rev 7);YES;NO;Atari Games;-;-;1988;
harddrvb;harddriv;Hard Drivin' (cockpit, British, rev 7);NO;YES;Atari Games;harddriv;-;1988;
harddrvg;harddriv;Hard Drivin' (cockpit, German, rev 7);NO;YES;Atari Games;harddriv;-;1988;
harddrvj;harddriv;Hard Drivin' (cockpit, Japan, rev 7);NO;YES;Atari Games;harddriv;-;1988;
harddrb6;harddriv;Hard Drivin' (cockpit, British, rev 6);NO;YES;Atari Games;harddriv;-;1988;
harddrj6;harddriv;Hard Drivin' (cockpit, Japan, rev 6);NO;YES;Atari Games;harddriv;-;1988;
harddrb5;harddriv;Hard Drivin' (cockpit, British, rev 5);NO;YES;Atari Games;harddriv;-;1988;
harddrg4;harddriv;Hard Drivin' (cockpit, German, rev 4);NO;YES;Atari Games;harddriv;-;1988;
harddrv3;harddriv;Hard Drivin' (cockpit, rev 3);NO;YES;Atari Games;harddriv;-;1988;
harddrv2;harddriv;Hard Drivin' (cockpit, rev 2);NO;YES;Atari Games;harddriv;-;1988;
harddrv1;harddriv;Hard Drivin' (cockpit, rev 1);NO;YES;Atari Games;harddriv;-;1988;
harddrvc;harddriv;Hard Drivin' (compact, rev 2);NO;YES;Atari Games;harddriv;-;1990;
harddrcg;harddriv;Hard Drivin' (compact, German, rev 2);NO;YES;Atari Games;harddriv;-;1990;
harddrcb;harddriv;Hard Drivin' (compact, British, rev 2);NO;YES;Atari Games;harddriv;-;1990;
harddrc1;harddriv;Hard Drivin' (compact, rev 1);NO;YES;Atari Games;harddriv;-;1990;
stunrun;-;S.T.U.N. Runner (rev 6);YES;NO;Atari Games;-;-;1989;
stunrunj;stunrun;S.T.U.N. Runner (rev 7, Japan);NO;YES;Atari Games;stunrun;-;1989;
stunrun5;stunrun;S.T.U.N. Runner (rev 5);NO;YES;Atari Games;stunrun;-;1989;
stunrune;stunrun;S.T.U.N. Runner (rev 5, Europe);NO;YES;Atari Games;stunrun;-;1989;
stunrun4;stunrun;S.T.U.N. Runner (rev 4);NO;YES;Atari Games;stunrun;-;1989;
stunrun3;stunrun;S.T.U.N. Runner (rev 3);NO;YES;Atari Games;stunrun;-;1989;
stunrn3e;stunrun;S.T.U.N. Runner (rev 3, Europe);NO;YES;Atari Games;stunrun;-;1989;
stunrun2;stunrun;S.T.U.N. Runner (rev 2);NO;YES;Atari Games;stunrun;-;1989;
stunrn2e;stunrun;S.T.U.N. Runner (rev 2, Europe);NO;YES;Atari Games;stunrun;-;1989;
stunrun0;stunrun;S.T.U.N. Runner (rev 0);NO;YES;Atari Games;stunrun;-;1989;
stunrunp;stunrun;S.T.U.N. Runner (upright prototype);NO;YES;Atari Games;stunrun;-;1989;
racedriv;-;Race Drivin' (cockpit, rev 5);YES;NO;Atari Games;-;-;1990;
racedrvb;racedriv;Race Drivin' (cockpit, British, rev 5);NO;YES;Atari Games;racedriv;-;1990;
racedrvg;racedriv;Race Drivin' (cockpit, German, rev 5);NO;YES;Atari Games;racedriv;-;1990;
racedrv4;racedriv;Race Drivin' (cockpit, rev 4);NO;YES;Atari Games;racedriv;-;1990;
racedrb4;racedriv;Race Drivin' (cockpit, British, rev 4);NO;YES;Atari Games;racedriv;-;1990;
racedrg4;racedriv;Race Drivin' (cockpit, German, rev 4);NO;YES;Atari Games;racedriv;-;1990;
racedrv3;racedriv;Race Drivin' (cockpit, rev 3);NO;YES;Atari Games;racedriv;-;1990;
racedrv2;racedriv;Race Drivin' (cockpit, rev 2);NO;YES;Atari Games;racedriv;-;1990;
racedrv1;racedriv;Race Drivin' (cockpit, rev 1);NO;YES;Atari Games;racedriv;-;1990;
racedrb1;racedriv;Race Drivin' (cockpit, British, rev 1);NO;YES;Atari Games;racedriv;-;1990;
racedrg1;racedriv;Race Drivin' (cockpit, German, rev 2);NO;YES;Atari Games;racedriv;-;1990;
racedrvc;racedriv;Race Drivin' (compact, rev 5);NO;YES;Atari Games;racedriv;-;1990;
racedrcb;racedriv;Race Drivin' (compact, British, rev 5);NO;YES;Atari Games;racedriv;-;1990;
racedrcg;racedriv;Race Drivin' (compact, German, rev 5);NO;YES;Atari Games;racedriv;-;1990;
racedrc4;racedriv;Race Drivin' (compact, rev 4);NO;YES;Atari Games;racedriv;-;1990;
racedcb4;racedriv;Race Drivin' (compact, British, rev 4);NO;YES;Atari Games;racedriv;-;1990;
racedcg4;racedriv;Race Drivin' (compact, German, rev 4);NO;YES;Atari Games;racedriv;-;1990;
racedrc2;racedriv;Race Drivin' (compact, rev 2);NO;YES;Atari Games;racedriv;-;1990;
racedrc1;racedriv;Race Drivin' (compact, rev 1);NO;YES;Atari Games;racedriv;-;1990;
steeltal;-;Steel Talons (rev 2);YES;NO;Atari Games;-;-;1991;
steeltag;steeltal;Steel Talons (German, rev 2);NO;YES;Atari Games;steeltal;-;1991;
steelta1;steeltal;Steel Talons (rev 1);NO;YES;Atari Games;steeltal;-;1991;
steeltap;steeltal;Steel Talons (prototype);NO;YES;Atari Games;steeltal;-;1991;
hdrivair;-;Hard Drivin's Airborne (prototype);YES;NO;Atari Games;-;-;1993;
hdrivaip;hdrivair;Hard Drivin's Airborne (prototype, early rev);NO;YES;Atari Games;hdrivair;-;1993;
gaunts;gauntlet;Gauntlet (Spanish, rev 15);NO;YES;Atari Games;gauntlet;-;1985;
gauntj;gauntlet;Gauntlet (Japanese, rev 13);NO;YES;Atari Games;gauntlet;-;1985;
gauntg;gauntlet;Gauntlet (German, rev 10);NO;YES;Atari Games;gauntlet;-;1985;
gauntj12;gauntlet;Gauntlet (Japanese, rev 12);NO;YES;Atari Games;gauntlet;-;1985;
gauntr9;gauntlet;Gauntlet (rev 9);NO;YES;Atari Games;gauntlet;-;1985;
gauntgr8;gauntlet;Gauntlet (German, rev 8);NO;YES;Atari Games;gauntlet;-;1985;
gauntr7;gauntlet;Gauntlet (rev 7);NO;YES;Atari Games;gauntlet;-;1985;
gauntgr6;gauntlet;Gauntlet (German, rev 6);NO;YES;Atari Games;gauntlet;-;1985;
gauntr5;gauntlet;Gauntlet (rev 5);NO;YES;Atari Games;gauntlet;-;1985;
gauntr4;gauntlet;Gauntlet (rev 4);NO;YES;Atari Games;gauntlet;-;1985;
gauntgr3;gauntlet;Gauntlet (German, rev 3);NO;YES;Atari Games;gauntlet;-;1985;
gauntr2;gauntlet;Gauntlet (rev 2);NO;YES;Atari Games;gauntlet;-;1985;
gauntr1;gauntlet;Gauntlet (rev 1);NO;YES;Atari Games;gauntlet;-;1985;
gaunt2p;gauntlet;Gauntlet (2 Players, rev 6);NO;YES;Atari Games;gauntlet;-;1985;
gaunt2pj;gauntlet;Gauntlet (2 Players, Japanese, rev 5);NO;YES;Atari Games;gauntlet;-;1985;
gaunt2pg;gauntlet;Gauntlet (2 Players, German, rev 4);NO;YES;Atari Games;gauntlet;-;1985;
gaun2pr3;gauntlet;Gauntlet (2 Players, rev 3);NO;YES;Atari Games;gauntlet;-;1985;
gaun2pj2;gauntlet;Gauntlet (2 Players, Japanese, rev 2);NO;YES;Atari Games;gauntlet;-;1985;
gaun2pg1;gauntlet;Gauntlet (2 Players, German, rev 1);NO;YES;Atari Games;gauntlet;-;1985;
gaun22p1;gaunt2;Gauntlet II (2 Players, rev 1);NO;YES;Atari Games;gaunt2;-;1986;
gaun22pg;gaunt2;Gauntlet II (2 Players, German);NO;YES;Atari Games;gaunt2;-;1986;
vindc2r2;vindctr2;Vindicators Part II (rev 2);NO;YES;Atari Games;vindctr2;-;1988;
vindc2r1;vindctr2;Vindicators Part II (rev 1);NO;YES;Atari Games;vindctr2;-;1988;
blstroi3;blstroid;Blasteroids (rev 3);NO;YES;Atari Games;blstroid;-;1987;
blstroi2;blstroid;Blasteroids (rev 2);NO;YES;Atari Games;blstroid;-;1987;
blstroig;blstroid;Blasteroids (German, rev 2);NO;YES;Atari Games;blstroid;-;1987;
blsthead;blstroid;Blasteroids (with heads);NO;YES;Atari Games;blstroid;-;1987;
vindicte;vindictr;Vindicators (Europe, rev 5);NO;YES;Atari Games;vindictr;-;1988;
vindictg;vindictr;Vindicators (German, rev 1);NO;YES;Atari Games;vindictr;-;1988;
vindice4;vindictr;Vindicators (Europe, rev 4);NO;YES;Atari Games;vindictr;-;1988;
vindict4;vindictr;Vindicators (rev 4);NO;YES;Atari Games;vindictr;-;1988;
vindice3;vindictr;Vindicators (Europe, rev 3);NO;YES;Atari Games;vindictr;-;1988;
vindict2;vindictr;Vindicators (rev 2);NO;YES;Atari Games;vindictr;-;1988;
vindict1;vindictr;Vindicators (rev 1);NO;YES;Atari Games;vindictr;-;1988;
cyberbal;-;Cyberball (rev 4);YES;NO;Atari Games;-;-;1988;
cyberba2;cyberbal;Cyberball (rev 2);NO;YES;Atari Games;cyberbal;-;1988;
cyberbap;cyberbal;Cyberball (prototype);NO;YES;Atari Games;cyberbal;-;1988;
atetcktl;atetris;Tetris (Cocktail set 1);NO;YES;Atari Games;atetris;-;1989;
atetckt2;atetris;Tetris (Cocktail set 2);NO;YES;Atari Games;atetris;-;1989;
eprom2;eprom;Escape from the Planet of the Robot Monsters (set 2);NO;YES;Atari Games;eprom;-;1989;
skullxb4;skullxbo;Skull and Crossbones (rev 4);NO;YES;Atari Games;skullxbo;-;1989;
skullxb3;skullxbo;Skull and Crossbones (rev 3);NO;YES;Atari Games;skullxbo;-;1989;
skullxb2;skullxbo;Skull and Crossbones (rev 2);NO;YES;Atari Games;skullxbo;-;1989;
skullxb1;skullxbo;Skull and Crossbones (rev 1);NO;YES;Atari Games;skullxbo;-;1989;
