name;cloneof;description;is_clone;is_parent;manufacturer;romof;sampleof;year
batlballpt;senkyu;Battle Balls (Portugal);NO;YES;Seibu Kaihatsu;senkyu;-;1995;
batlballu;senkyu;Battle Balls (US);NO;YES;Seibu Kaihatsu (Fabtek license);senkyu;-;1995;
batlbubl;bangball;Battle Bubble (v2.00);NO;YES;Banpresto (Limenko license?);bangball;-;1999;
batcird;batcir;Battle Circuit (970319 Euro Phoenix Edition);NO;YES;bootleg;batcir;-;1997;
btlfieldb;timesold;Battle Field (bootleg);NO;YES;bootleg;timesold;-;1987;
bgareggahk;bgaregga;Battle Garegga (Austria / Hong Kong) (Sat Feb 3 1996);NO;YES;Raizing / Eighting;bgaregga;-;1996;
bgaregga;-;Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996);YES;NO;Raizing / Eighting;-;-;1996;
bgareggablj;bgaregga;Battle Garegga (Japan, bootleg) (Sat Feb 3 1996);NO;YES;bootleg;bgaregga;-;1996;
bgareggak;bgaregga;Battle Garegga (Korea / Greece) (Wed Feb 7 1996);NO;YES;Raizing / Eighting;bgaregga;-;1996;
bgareggat;bgaregga;Battle Garegga (location test) (Wed Jan 17 1996);NO;YES;Raizing / Eighting;bgaregga;-;1996;
bgareggatw;bgaregga;Battle Garegga (Taiwan / Germany) (Thu Feb 1 1996);NO;YES;Raizing / Eighting;bgaregga;-;1996;
bgaregganv;bgaregga;Battle Garegga - New Version (Austria / Hong Kong) (Sat Mar 2 1996);NO;YES;Raizing / Eighting;bgaregga;-;1996;
bgareggacn;bgaregga;Battle Garegga - Type 2 (Denmark / China) (Tue Apr 2 1996);NO;YES;Raizing / Eighting;bgaregga;-;1996;
bgareggat2;bgaregga;Battle Garegga - Type 2 (Europe / USA / Japan / Asia) (Sat Mar 2 1996);NO;YES;Raizing / Eighting;bgaregga;-;1996;
bgareggaz;bgaregga;Battle Garegga Zakk version (Europe / USA / Japan / Asia) (Sat Feb 3 1996);NO;YES;Raizing / Eighting;bgaregga;-;2019;
btlkroadk;btlkroad;Battle K-Road (Korea);NO;YES;Psikyo;btlkroad;-;1994;
battlane2;battlane;Battle Lane! Vol. 5 (set 2);NO;YES;Technos Japan (Taito license);battlane;-;1986;
battlane3;battlane;Battle Lane! Vol. 5 (set 3);NO;YES;Technos Japan (Taito license);battlane;-;1986;
atlantisb;atlantis;Battle of Atlantis (bootleg);NO;YES;bootleg;atlantis;-;1981;
atlantis2;atlantis;Battle of Atlantis (set 2);NO;YES;Comsoft;atlantis;-;1981;
bsharku;bshark;Battle Shark (US);NO;YES;Taito America Corporation;bshark;-;1989;
batlzone;mayday;Battle Zone (bootleg of Mayday);NO;YES;bootleg (Video Game);mayday;-;1980;
bzonea;bzone;Battle Zone (rev 1);NO;YES;Atari;bzone;-;1980;
bayroute1;bayroute;Bay Route (set 1, US, unprotected);NO;YES;Sunsoft / Sega;bayroute;-;1989;
bayroutejd;bayroute;Bay Route (set 2, Japan, FD1094 317-0115 decrypted);NO;YES;Sunsoft / Sega;bayroute;-;1989;
bayroutej;bayroute;Bay Route (set 2, Japan, FD1094 317-0115);NO;YES;Sunsoft / Sega;bayroute;-;1989;
bayrouted;bayroute;Bay Route (set 3, World, FD1094 317-0116 decrypted);NO;YES;Sunsoft / Sega;bayroute;-;1989;
bbustersja;bbusters;Beast Busters (Japan, Version 2, 2 Players);NO;YES;SNK;bbusters;-;1989;
bbustersj;bbusters;Beast Busters (Japan, Version 2, 3 Players);NO;YES;SNK;bbusters;-;1989;
bbustersua;bbusters;Beast Busters (US, Version 2);NO;YES;SNK;bbusters;-;1989;
bbustersu;bbusters;Beast Busters (US, Version 3);NO;YES;SNK;bbusters;-;1989;
beastfp;suprglob;Beastie Feastie (Pac-Man conversion);NO;YES;Epos Corporation;suprglob;-;1984;
ddp2100c;ddp2;Bee Storm - DoDonPachi II (V100, China);NO;YES;IGS;ddp2;-;2001;
ddp2100hk;ddp2;Bee Storm - DoDonPachi II (V100, Hong Kong);NO;YES;IGS;ddp2;-;2001;
ddp2100j;ddp2;Bee Storm - DoDonPachi II (V100, Japan);NO;YES;IGS;ddp2;-;2001;
ddp2100k;ddp2;Bee Storm - DoDonPachi II (V100, Korea);NO;YES;IGS;ddp2;-;2001;
ddp2100t;ddp2;Bee Storm - DoDonPachi II (V100, Taiwan);NO;YES;IGS;ddp2;-;2001;
ddp2100;ddp2;Bee Storm - DoDonPachi II (V100, World);NO;YES;IGS;ddp2;-;2001;
ddp2101c;ddp2;Bee Storm - DoDonPachi II (V101, China);NO;YES;IGS;ddp2;-;2001;
ddp2101hk;ddp2;Bee Storm - DoDonPachi II (V101, Hong Kong);NO;YES;IGS;ddp2;-;2001;
ddp2101j;ddp2;Bee Storm - DoDonPachi II (V101, Japan);NO;YES;IGS;ddp2;-;2001;
ddp2101k;ddp2;Bee Storm - DoDonPachi II (V101, Korea);NO;YES;IGS;ddp2;-;2001;
ddp2101t;ddp2;Bee Storm - DoDonPachi II (V101, Taiwan);NO;YES;IGS;ddp2;-;2001;
ddp2101;ddp2;Bee Storm - DoDonPachi II (V101, World);NO;YES;IGS;ddp2;-;2001;
ddp2c;ddp2;Bee Storm - DoDonPachi II (V102, China);NO;YES;IGS;ddp2;-;2001;
ddp2hk;ddp2;Bee Storm - DoDonPachi II (V102, Hong Kong);NO;YES;IGS;ddp2;-;2001;
ddp2j;ddp2;Bee Storm - DoDonPachi II (V102, Japan);NO;YES;IGS;ddp2;-;2001;
ddp2k;ddp2;Bee Storm - DoDonPachi II (V102, Korea);NO;YES;IGS;ddp2;-;2001;
ddp2t;ddp2;Bee Storm - DoDonPachi II (V102, Taiwan);NO;YES;IGS;ddp2;-;2001;
ddp2;-;Bee Storm - DoDonPachi II (V102, World);YES;NO;IGS;pgm;-;2001;
blswhstla;blswhstl;Bells & Whistles (Asia, version M);NO;YES;Konami;blswhstl;-;1991;
bermudatj;bermudat;Bermuda Triangle (Japan);NO;YES;SNK;bermudat;-;1987;
bermudata;worldwar;Bermuda Triangle (World Wars) (US);NO;YES;SNK;worldwar;-;1987;
berzerkf;berzerk;Berzerk (French Speech, revision RC31);NO;YES;Stern Electronics;berzerk;-;1980;
berzerkg;berzerk;Berzerk (German Speech, revision RC32);NO;YES;Stern Electronics;berzerk;-;1980;
berzerkb;berzerk;Berzerk (revision RC28);NO;YES;Stern Electronics;berzerk;-;1980;
berzerka;berzerk;Berzerk (revision RC31);NO;YES;Stern Electronics;berzerk;-;1980;
berzerks;berzerk;Berzerk (Spanish Speech, revision RC32);NO;YES;Stern Electronics (Sonic License);berzerk;-;1980;
bestleag;bigstrik;Best League (bootleg of Big Striker, Italian Serie A);NO;YES;bootleg;bigstrik;-;1993;
bestleaw;bigstrik;Best League (bootleg of Big Striker, World Cup);NO;YES;bootleg;bigstrik;-;1993;
bestbest;-;Best Of Best;YES;NO;SunA;-;-;1994;
bestri;-;Bestri (Korea, set 1);YES;NO;F2 System;-;-;1998;
bestria;bestri;Bestri (Korea, set 2);NO;YES;F2 System;bestri;-;1998;
punisherbz;punisher;Biaofeng Zhanjing (Chinese bootleg);NO;YES;bootleg;punisher;-;2002;
bigbanga;tdragon2;Big Bang (9th Nov. 1993, set 2);NO;YES;NMK;tdragon2;-;1993;
bigstrkba;bigstrik;Big Striker (bootleg w/Italian teams);NO;YES;bootleg;bigstrik;-;1992;
bigtwinb;bigtwin;Big Twin (No Girls Conversion);NO;YES;Playmark;bigtwin;-;1995;
bikkuric;-;Bikkuri Card (Japan);YES;NO;Peni Soft;-;-;1987;
biomtoyc;biomtoy;Biomechanical Toy (ver. 1.0.1870, checksum ba682195);NO;YES;Gaelco / Zeus;biomtoy;-;1995;
biomtoyb;biomtoy;Biomechanical Toy (ver. 1.0.1878, checksum d84b28ff);NO;YES;Gaelco / Zeus;biomtoy;-;1995;
biomtoya;biomtoy;Biomechanical Toy (ver. 1.0.1884, checksum 3f316c70);NO;YES;Gaelco / Zeus;biomtoy;-;1995;
bionicc1;bionicc;Bionic Commando (US set 1);NO;YES;Capcom;bionicc;-;1987;
bioniccbl;bionicc;Bionic Commandos (bootleg, set 1);NO;YES;bootleg;bionicc;-;1987;
bioniccbl2;bionicc;Bionic Commandos (bootleg, set 2);NO;YES;bootleg;bionicc;-;1987;
bioplayc;biomtoy;Bioplaything Cop (ver. 1.0.1823, checksum cd960fc9, prototype);NO;YES;Gaelco / Zeus;biomtoy;-;1995;
birdtrya;birdtry;Birdie Try (Japan revision 2);NO;YES;Data East Corporation;birdtry;-;1988;
birdtryb;birdtry;Birdie Try (Japan revision S);NO;YES;Data East Corporation;birdtry;-;1988;
birdiy;-;Birdiy;YES;NO;Mama Top;-;-;1982;
blkheartj;blkheart;Black Heart (Japan);NO;YES;UPL;blkheart;-;1991;
blktigerb1;blktiger;Black Tiger (bootleg set 1);NO;YES;bootleg;blktiger;-;1987;
blktigerb2;blktiger;Black Tiger (bootleg set 2);NO;YES;Capcom;blktiger;-;1987;
blktigera;blktiger;Black Tiger (older);NO;YES;Capcom;blktiger;-;1987;
blktigerb3;blktiger;Black Tiger / Black Dragon (mixed bootleg?);NO;YES;Capcom;blktiger;-;1987;
blackt96;-;Black Touch '96;YES;NO;D.G.R.M.;-;-;1996;
bladestle;bladestl;Blades of Steel (version E, Trackball);NO;YES;Konami;bladestl;-;1987;
bladestll;bladestl;Blades of Steel (version L, Trackball);NO;YES;Konami;bladestl;-;1987;
blastero;blaster;Blaster (location test);NO;YES;Williams / Vid Kidz;blaster;-;1983;
blstroidg;blstroid;Blasteroids (German, rev 2);NO;YES;Atari Games;blstroid;-;1987;
blstroid2;blstroid;Blasteroids (rev 2);NO;YES;Atari Games;blstroid;-;1987;
blstroid3;blstroid;Blasteroids (rev 3);NO;YES;Atari Games;blstroid;-;1987;
blstroidh;blstroid;Blasteroids (with heads);NO;YES;Atari Games;blstroid;-;1987;
blazeonj;blazeon;Blaze On (Japan);NO;YES;A.I (Atlus license);blazeon;-;1992;
blazstarcm;blazstar;Blazing Star (Stage Select Hack);NO;YES;Clear Paper, NeoCverA, JustinG;blazstar;-;2020;
blockr2;block;Block Block (World 910910);NO;YES;Capcom;block;-;1991;
blockr1;block;Block Block (World 911106 Joystick);NO;YES;Capcom;block;-;1991;
blockout3;blockout;Block Out (Europe and Oceania);NO;YES;Technos Japan / California Dreams;blockout;-;1989;
blockoutj;blockout;Block Out (Japan);NO;YES;Technos Japan / California Dreams;blockout;-;1989;
blockout2;blockout;Block Out (set 2);NO;YES;Technos Japan / California Dreams;blockout;-;1989;
blmbycaru;blmbycar;Blomby Car (not encrypted);NO;YES;ABM & Gecas;blmbycar;-;1994;
bloodbroja;bloodbro;Blood Bros. (Japan);NO;YES;TAD Corporation;bloodbro;-;1990;
bloodbroj;bloodbro;Blood Bros. (Japan, rev A);NO;YES;TAD Corporation;bloodbro;-;1990;
bloodbrok;bloodbro;Blood Bros. (Korea);NO;YES;TAD Corporation;bloodbro;-;1990;
bloodbrom;bloodbro;Blood Bros. (Modular System);NO;YES;bootleg (Gaelco / Ervisa);bloodbro;-;199?;
bloodbrou;bloodbro;Blood Bros. (US);NO;YES;TAD Corporation (Fabtek license);bloodbro;-;1990;
bloodstm104;bloodstm;Blood Storm (v1.04);NO;YES;Strata/Incredible Technologies;bloodstm;-;1994;
bloodstm110;bloodstm;Blood Storm (v1.10);NO;YES;Strata/Incredible Technologies;bloodstm;-;1994;
bloodstm210;bloodstm;Blood Storm (v2.10);NO;YES;Strata/Incredible Technologies;bloodstm;-;1994;
bloodstm220;bloodstm;Blood Storm (v2.20);NO;YES;Strata/Incredible Technologies;bloodstm;-;1994;
bloodstm221;bloodstm;Blood Storm (v2.21);NO;YES;Strata/Incredible Technologies;bloodstm;-;1994;
bloxeedd;bloxeed;Bloxeed (Japan, FD1094 317-0139 decrypted);NO;YES;Sega;bloxeed;-;1990;
blox16b;bloxeed;Bloxeed (System 16B, PS2 data file);NO;YES;Sega;bloxeed;-;2008;
bloxeedu;bloxeed;Bloxeed (US, C System, Rev A);NO;YES;Sega / Elorg;bloxeed;-;1989;
bluehawkn;bluehawk;Blue Hawk (NTC);NO;YES;Dooyong (NTC license);bluehawk;-;1993;
blueprntj;blueprnt;Blue Print (Jaleco);NO;YES;[Zilec Electronics] Jaleco;blueprnt;-;1982;
bjourneyh;bjourney;Blue's Journey / Raguy (ALH-001);NO;YES;Alpha Denshi Co.;bjourney;-;1990;
bbredux;bublbobl;Bobble Bobble ('bootleg redux' hack for Bobble Bobble PCB);NO;YES;bootleg (Punji);bublbobl;-;2013;
boggy84b;boggy84;Boggy '84 (bootleg);NO;YES;bootleg (Eddie's Games);boggy84;-;1983;
bombjack2;bombjack;Bomb Jack (set 2);NO;YES;Tehkan;bombjack;-;1984;
bombjackt;bombjack;Bomb Jack (Tecfri, Spain);NO;YES;Tehkan (Tecfri licence);bombjack;-;1984;
bombkicka;bombkick;Bomb Kick (set 2);NO;YES;Yun Sung;bombkick;-;1998;
bomber;scramble;Bomber (bootleg of Scramble);NO;YES;bootleg (Alca);scramble;-;1981;
bbmanwja;bbmanw;Bomber Man World (Japan, revised sound hardware);NO;YES;Irem;bbmanw;-;1992;
bjtwinp;bjtwin;Bombjack Twin (prototype? with adult pictures, set 1);NO;YES;NMK;bjtwin;-;1993;
bjtwinpa;bjtwin;Bombjack Twin (prototype? with adult pictures, set 2);NO;YES;NMK;bjtwin;-;1993;
bjtwina;bjtwin;Bombjack Twin (set 2);NO;YES;NMK;bjtwin;-;1993;
bnzabrosj;bnzabros;Bonanza Bros (Japan, Floppy DS3-5000-07b Based);NO;YES;Sega;bnzabros;-;1990;
bongo;-;Bongo;YES;NO;Jetsoft;-;-;1983;
bonzeadvu;bonzeadv;Bonze Adventure (US);NO;YES;Taito America Corporation;bonzeadv;-;1988;
bonzeadvo;bonzeadv;Bonze Adventure (World, Older);NO;YES;Taito Corporation Japan;bonzeadv;-;1988;
bonzeadvp;bonzeadv;Bonze Adventure (World, prototype);NO;YES;Taito Corporation Japan;bonzeadv;-;1988;
boobhack;horekid;Booby Kids (Italian manufactured graphic hack / bootleg of Kid no Hore Hore Daisakusen (bootleg));NO;YES;bootleg;horekid;-;1987;
boogwingu;boogwing;Boogie Wings (USA v1.7, 92.12.14);NO;YES;Data East Corporation;boogwing;-;1992;
boomranga;boomrang;Boomer Rang'r / Genesis (set 2);NO;YES;Data East Corporation;boomrang;-;1983;
boonggab;-;Boong-Ga Boong-Ga (Spank'em!);YES;NO;Taff System;-;-;2001;
borenchj;borench;Borench (Japan);NO;YES;Sega;borench;-;1990;
borencha;borench;Borench (set 2);NO;YES;Sega;borench;-;1990;
bouldashj;bouldash;Boulder Dash / Boulder Dash Part 2 (Japan);NO;YES;Data East Corporation (licensed from First Star);bouldash;-;1990;
bballsa;bballs;Bouncing Balls (Adult);NO;YES;Comad;bballs;-;1991;
boxyboya;boxyboy;Boxy Boy (SB?);NO;YES;Namco;boxyboy;-;1990;
brkthrubl;brkthru;Break Thru (bootleg);NO;YES;bootleg;brkthru;-;1986;
brkthrut;brkthru;Break Thru (Tecfri license);NO;YES;Data East Corporation (Tecfri license);brkthru;-;1986;
breakrevbh;breakrev;Breakers Revenge (Boss Hack);NO;YES;hack;breakrev;-;1998;
brkrevext;breakrev;Breakers Revenge - Extra Mode (Hack);NO;YES;Visco;breakrev;-;2018;
bubl2000a;bubl2000;Bubble 2000 V1.2;NO;YES;Afega (Tuning license);bubl2000;-;1998;
bub68705;bublbobl;Bubble Bobble (boolteg with 68705, set 1);NO;YES;bootleg;bublbobl;-;1986;
bub68705a;bublbobl;Bubble Bobble (boolteg with 68705, set 2);NO;YES;bootleg;bublbobl;-;1986;
bublboblb;bublbobl;Bubble Bobble (for Bobble Bobble PCB);NO;YES;bootleg (Aladar);bublbobl;-;2013;
bublbobl1;bublbobl;Bubble Bobble (Japan, Ver 0.0);NO;YES;Taito Corporation;bublbobl;-;1986;
bublboblr1;bublbobl;Bubble Bobble (US, Ver 1.0);NO;YES;Taito America Corporation (Romstar license);bublbobl;-;1986;
bublboblr;bublbobl;Bubble Bobble (US, Ver 5.1);NO;YES;Taito America Corporation (Romstar license);bublbobl;-;1986;
bublbob2o;bublbob2;Bubble Bobble II (Ver 2.5O 1994/10/05);NO;YES;Taito Corporation Japan;bublbob2;-;1994;
bublcave10;bublbobl;Bubble Bobble: Lost Cave V1.0;NO;YES;hack (Bisboch and Aladar);bublbobl;-;2013;
bublcave11;bublbobl;Bubble Bobble: Lost Cave V1.1;NO;YES;hack (Bisboch and Aladar);bublbobl;-;2013;
boblcave;bublbobl;Bubble Bobble: Lost Cave V1.2 (for Bobble Bobble PCB);NO;YES;hack (Bisboch and Aladar);bublbobl;-;2013;
bublbust;-;Bubble Buster (USA, B-System);YES;NO;Taito America Corporation;-;-;1994;
bubblemu;bubblem;Bubble Memories: The Story Of Bubble Bobble III (Ver 2.5A 1996/02/21);NO;YES;Taito America Corporation;bubblem;-;1995;
bublpong;missb2;Bubble Pong Pong;NO;YES;Top Ltd.;missb2;-;1996;
bubsymphu;bublbob2;Bubble Symphony (Ver 2.5A 1994/10/05);NO;YES;Taito America Corporation;bublbob2;-;1994;
bubsymphj;bublbob2;Bubble Symphony (Ver 2.5J 1994/10/05);NO;YES;Taito Corporation;bublbob2;-;1994;
bubsymphe;bublbob2;Bubble Symphony (Ver 2.5O 1994/10/05);NO;YES;Taito Corporation Japan;bublbob2;-;1994;
bubbletrj;bubbletr;Bubble Trouble - Golly! Ghost! 2 (Japan, Rev C);NO;YES;Namco;bubbletr;-;1992;
bubbletr;-;Bubble Trouble - Golly! Ghost! 2 (World, Rev B);YES;NO;Namco;-;-;1992;
bucaner;puckman;Buccaneer (set 1);NO;YES;hack (Video Research);puckman;-;19??;
bucanera;puckman;Buccaneer (set 2);NO;YES;hack (Video Research);puckman;-;19??;
buccanrs;-;Buccaneers (set 1);YES;NO;Duintronic;-;-;1989;
buccanrsa;buccanrs;Buccaneers (set 2);NO;YES;Duintronic;buccanrs;-;1989;
buccanrsb;buccanrs;Buccaneers (set 3, harder);NO;YES;Duintronic;buccanrs;-;1989;
buckrogn2;buckrog;Buck Rogers: Planet of Zoom (not encrypted, set 2);NO;YES;Sega;buckrog;buckrog;1982;
buckyaa;bucky;Bucky O'Hare (ver AA);NO;YES;Konami;bucky;-;1992;
buckyaab;bucky;Bucky O'Hare (ver AAB);NO;YES;Konami;bucky;-;1992;
buckyea;bucky;Bucky O'Hare (ver EA);NO;YES;Konami;bucky;-;1992;
buckyjaa;bucky;Bucky O'Hare (ver JAA);NO;YES;Konami;bucky;-;1992;
buckyuab;bucky;Bucky O'Hare (ver UAB);NO;YES;Konami;bucky;-;1992;
buggychlt;buggychl;Buggy Challenge (Tecfri);NO;YES;Taito Corporation (Tecfri license);buggychl;-;1984;
bullet;-;Bullet (FD1094 317-0041);YES;NO;Sega;-;-;1987;
btime3;btime;Burger Time (Data East USA);NO;YES;Data East USA Inc.;btime;-;1982;
cburnrub2;cburnrub;Burnin' Rubber (DECO Cassette) (US) (set 2);NO;YES;Data East Corporation;cburnrub;-;1982;
burningfh;burningf;Burning Fight (NGH-018)(US);NO;YES;SNK;burningf;-;1991;
burningfpa;burningf;Burning Fight (prototype, near final, ver 23.3, 910326);NO;YES;SNK;burningf;-;1991;
burningfpb;burningf;Burning Fight (prototype, newer, V07);NO;YES;SNK;burningf;-;1991;
burningfp;burningf;Burning Fight (prototype, older);NO;YES;SNK;burningf;-;1991;
burnforco;burnforc;Burning Force (Japan, old version);NO;YES;Namco;burnforc;-;1989;
brivalj;brival;Burning Rival (Japan);NO;YES;Sega;brival;-;1992;
pbobble2u;pbobble2;Bust-A-Move Again (Ver 2.3A 1995/07/31);NO;YES;Taito America Corporation;pbobble2;-;1995;
butasanj;butasan;Butasan (Japan, Japanese);NO;YES;NMK (Jaleco license);butasan;-;1987;
buzzard;gyrodine;Buzzard;NO;YES;Crux;gyrodine;-;1984;
bygone;-;Bygone;YES;NO;Taito Corporation;-;-;1985;
cabalng;-;Cabal (Neo-Geo Conversion);YES;NO;TAD Corporation;neogeo;-;1988-2021;
cabalukj;cabal;Cabal (UK, Joystick);NO;YES;TAD Corporation (Electrocoin license);cabal;-;1988;
cabaluk;cabal;Cabal (UK, Trackball);NO;YES;TAD Corporation (Electrocoin license);cabal;-;1988;
cactus;sabotenb;Cactus (bootleg of Saboten Bombers);NO;YES;bootleg;sabotenb;-;1992;
cadashgo;cadash;Cadash (Germany);NO;YES;Taito Corporation Japan;cadash;-;1989;
cadashg;cadash;Cadash (Germany, version 1);NO;YES;Taito Corporation Japan;cadash;-;1989;
cadashjo;cadash;Cadash (Japan, oldest version);NO;YES;Taito Corporation;cadash;-;1989;
cadashj1;cadash;Cadash (Japan, version 1);NO;YES;Taito Corporation;cadash;-;1989;
cadashs;cadash;Cadash (Spain, version 1);NO;YES;Taito Corporation Japan;cadash;-;1989;
cadashu1;cadash;Cadash (US, version 1?);NO;YES;Taito America Corporation;cadash;-;1989;
cadashp;cadash;Cadash (World, prototype);NO;YES;Taito Corporation Japan;cadash;-;1989;
dinoa;dino;Cadillacs & Dinosaurs (930223 Asia TW);NO;YES;Capcom;dino;-;1993;
dinore;dino;Cadillacs & Dinosaurs Readjusted (Hack, v1.2);NO;YES;GameHackFan;dino;-;2022;
dinotj;dino;Cadillacs & Dinotjsaurs (Tian Jiang, Hack);NO;YES;hack;dino;-;2022;
dinotw;dino;Cadillacs & Dinotwsaurs (Tian Wang, Hack);NO;YES;hack;dino;-;2022;
dinosyn;dino;Cadillacs and Dinosaurs (30th-Anniversary, Hack);NO;YES;hack;dino;-;2022;
dinopic;dino;Cadillacs and Dinosaurs (bootleg set 1 (with PIC16c57), 930201 etc);NO;YES;Capcom;dino;-;1993;
dinopic2;dino;Cadillacs and Dinosaurs (bootleg set 2 (with PIC16c57), 930201 etc);NO;YES;Capcom;dino;-;1993;
dinopic3;dino;Cadillacs and Dinosaurs (bootleg set 3 (with PIC16c57), 930201 etc);NO;YES;Capcom;dino;-;1993;
dinoh;dino;Cadillacs and Dinosaurs (bootleg set 3, 930223 Asia TW);NO;YES;bootleg;dino;-;1993;
dinopic4;dino;Cadillacs and Dinosaurs (bootleg set 4 (with PIC16c57), 930201 etc);NO;YES;Capcom;dino;-;1993;
dinopic5;dino;Cadillacs and Dinosaurs (bootleg set 5 (with PIC16c57), 930223 Asia TW);NO;YES;Capcom;dino;-;1993;
dinohc;dino;Cadillacs and Dinosaurs (Chinese bootleg, 930223 Asia TW);NO;YES;bootleg;dino;-;1993;
dinods;dino;Cadillacs and Dinosaurs (God of War Edition, Hack);NO;YES;hack;dino;-;2021;
dinogae;dino;Cadillacs and Dinosaurs (GOTVG 10th Anniversary Edition, Hack);NO;YES;hack;dino;-;2022;
dinoeh;dino;Cadillacs and Dinosaurs (hack, 930201 etc);NO;YES;Capcom;dino;-;1993;
dinot;dino;Cadillacs and Dinosaurs Turbo (bootleg set 1, 930223 Asia TW);NO;YES;bootleg;dino;-;1993;
dinotpic;dino;Cadillacs and Dinosaurs Turbo (bootleg set 2 (with PIC16c57), 930201 etc);NO;YES;bootleg;dino;-;1993;
cakefght;twinspri;Cake Fighter (hack of Twinkle Star Sprites);NO;YES;hack;twinspri;-;2022;
cameltryj;cameltry;Cameltry (Japan, YM2610);NO;YES;Taito Corporation;cameltry;-;1989;
cameltrya;cameltry;Cameltry (US, YM2203 + M6295);NO;YES;Taito America Corporation;cameltry;-;1989;
cameltryau;cameltry;Cameltry (World, YM2203 + M6295);NO;YES;Taito America Corporation;cameltry;-;1989;
candory;ponpoko;Candory (Bootleg);NO;YES;Bootleg;ponpoko;-;1982;
candy;-;Candy Candy;YES;NO;Eolith;-;-;1999;
cannonbp;-;Cannon Ball (Pacman Hardware);YES;NO;Novomatic;-;-;1985;
cannballv;cannball;Cannon Ball (Yun Sung, vertical);NO;YES;Yun Sung / J&K Production;cannball;-;1995;
canvas;-;Canvas Croquis;YES;NO;SNK;-;-;1985;
capbowl3;capbowl;Capcom Bowling (set 3);NO;YES;Incredible Technologies / Capcom;capbowl;-;1988;
capbowl4;capbowl;Capcom Bowling (set 4);NO;YES;Incredible Technologies / Capcom;capbowl;-;1988;
csclub1d;csclub;Capcom Sports Club (970722 Euro Phoenix Edition);NO;YES;bootleg;csclub;-;1997;
csclub1;csclub;Capcom Sports Club (970722 Euro);NO;YES;Capcom;csclub;-;1997;
csclubjy;csclub;Capcom Sports Club (970722 Japan, yellow case);NO;YES;Capcom;csclub;-;1997;
captavena;captaven;Captain America and The Avengers (Asia Rev 1.0);NO;YES;Data East Corporation;captaven;-;1991;
captavenj;captaven;Captain America and The Avengers (Japan Rev 0.2);NO;YES;Data East Corporation;captaven;-;1991;
captavene;captaven;Captain America and The Avengers (UK Rev 1.4);NO;YES;Data East Corporation;captaven;-;1991;
captavenua;captaven;Captain America and The Avengers (US Rev 1.4);NO;YES;Data East Corporation;captaven;-;1991;
captavenuu;captaven;Captain America and The Avengers (US Rev 1.6);NO;YES;Data East Corporation;captaven;-;1991;
captavenu;captaven;Captain America and The Avengers (US Rev 1.9);NO;YES;Data East Corporation;captaven;-;1991;
captcommjr1;captcomm;Captain Commando (910928 Japan);NO;YES;Capcom;captcomm;-;1991;
captcommu;captcomm;Captain Commando (910928 USA);NO;YES;Capcom;captcomm;-;1991;
captcommr1;captcomm;Captain Commando (911014 World);NO;YES;Capcom;captcomm;-;1991;
captcommj;captcomm;Captain Commando (911202 Japan);NO;YES;Capcom;captcomm;-;1991;
captcommb;captcomm;Captain Commando (bootleg set 1, 911014 other country);NO;YES;bootleg;captcomm;-;1991;
captcommb2;captcomm;Captain Commando (bootleg set 2 (with 2xMSM5205), 911014 other country);NO;YES;bootleg;captcomm;-;1991;
captcommb3;captcomm;Captain Commando (bootleg set 3 (with YM2151 + 2xMSM5205), 911014 other country);NO;YES;bootleg;captcomm;-;1991;
