name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
arkanoidu;Arkanoid (US);1986;Taito America Corporation (Romstar license);YES;arkanoid;NO;arkanoid;-;
arkanoiduo;Arkanoid (US, oldest rev);1986;Taito America Corporation (Romstar license);YES;arkanoid;NO;arkanoid;-;
arkanoid;Arkanoid (World, oldest rev);1986;Taito Corporation Japan;NO;-;YES;-;-;
arknoid2b;Arkanoid - Revenge of DOH (Japan bootleg);1987;bootleg;YES;arknoid2;NO;arknoid2;-;
arknoid2j;Arkanoid - Revenge of DOH (Japan);1987;Taito Corporation;YES;arknoid2;NO;arknoid2;-;
arknoid2u;Arkanoid - Revenge of DOH (US);1987;Taito America Corporation (Romstar license);YES;arknoid2;NO;arknoid2;-;
arknoid2;Arkanoid - Revenge of DOH (World);1987;Taito Corporation Japan;NO;-;YES;-;-;
arkretrnu;Arkanoid Returns (Ver 2.02A 1997/02/10);1997;Taito Corporation;YES;arkretrn;NO;arkretrn;-;
arkretrnj;Arkanoid Returns (Ver 2.02J 1997/02/10);1997;Taito Corporation;YES;arkretrn;NO;arkretrn;-;
arkretrn;Arkanoid Returns (Ver 2.02O 1997/02/10);1997;Taito Corporation;NO;-;YES;-;-;
armchmp2o;Arm Champs II v1.7;1992;Jaleco;YES;armchmp2;NO;armchmp2;-;
armchmp2o2;Arm Champs II v2.6;1992;Jaleco;YES;armchmp2;NO;armchmp2;-;
armchmp2;Arm Champs II v2.7;1992;Jaleco;NO;-;YES;-;-;
armwrest;Arm Wrestling;1985;Nintendo;NO;-;YES;-;-;
armedff;Armed Formation (Fillmore license);1988;Nichibutsu (Fillmore license);YES;armedf;NO;armedf;-;
armedf;Armed Formation;1988;Nichibutsu;NO;-;YES;-;-;
batriderc;Armed Police Batrider (China) (Fri Feb 13 1998);1998;Raizing / 8ing;YES;batrider;NO;batrider;-;
batrider;Armed Police Batrider (Europe) (Fri Feb 13 1998);1998;Raizing / 8ing;NO;-;YES;-;-;
batriderk;Armed Police Batrider (Korea) (Fri Feb 13 1998);1998;Raizing / 8ing;YES;batrider;NO;batrider;-;
batrideru;Armed Police Batrider (U.S.A.) (Fri Feb 13 1998);1998;Raizing / 8ing;YES;batrider;NO;batrider;-;
batriderhk;Armed Police Batrider - A Version (Hong Kong) (Mon Dec 22 1997);1998;Raizing / 8ing;YES;batrider;NO;batrider;-;
batriderja;Armed Police Batrider - A Version (Japan) (Mon Dec 22 1997);1998;Raizing / 8ing;YES;batrider;NO;batrider;-;
batridert;Armed Police Batrider - A Version (Taiwan) (Mon Dec 22 1997);1998;Raizing / 8ing;YES;batrider;NO;batrider;-;
batriderj;Armed Police Batrider - B Version (Japan) (Fri Feb 13 1998);1998;Raizing / 8ing;YES;batrider;NO;batrider;-;
armorcar;Armored Car (set 1);1981;Stern;NO;-;YES;-;-;
armorcar2;Armored Car (set 2);1981;Stern;YES;armorcar;NO;armorcar;-;
armwarar1;Armored Warriors (940920 Asia);1994;Capcom;YES;armwar;NO;armwar;-;
armwaru1;Armored Warriors (940920 USA);1994;Capcom;YES;armwar;NO;armwar;-;
armwar1d;Armored Warriors (941011 Europe Phoenix Edition);1994;bootleg;YES;armwar;NO;armwar;-;
armwarr1;Armored Warriors (941011 Europe);1994;Capcom;YES;armwar;NO;armwar;-;
armwara;Armored Warriors (941024 Asia);1994;Capcom;YES;armwar;NO;armwar;-;
armwarb;Armored Warriors (941024 Brazil);1994;Capcom;YES;armwar;NO;armwar;-;
armwar;Armored Warriors (941024 Europe);1994;Capcom;NO;-;YES;-;-;
armwaru;Armored Warriors (941024 USA);1994;Capcom;YES;armwar;NO;armwar;-;
aof;Art of Fighting / Ryuuko no Ken (NGM-044)(NGH-044);1992;SNK;NO;neogeo;YES;-;-;
aof2bh;Art of Fighting 2 / Ryuuko no Ken 2 (Enable hidden characters V2);1994;Yumeji;YES;aof2;NO;aof2;-;
aof2a;Art of Fighting 2 / Ryuuko no Ken 2 (NGH-056);1994;SNK;YES;aof2;NO;aof2;-;
aof2;Art of Fighting 2 / Ryuuko no Ken 2 (NGM-056);1994;SNK;NO;neogeo;YES;-;-;
aof3k;Art of Fighting 3 - The Path of the Warrior (Korean release);1996;SNK;YES;aof3;NO;aof3;-;
aof3bh;Art of Fighting 3 - The Path of the Warrior / Art of Fighting - Ryuuko no Ken Gaiden (Enable Hidden Characters V2);1996;Yumeji;YES;aof3;NO;aof3;-;
aof3;Art of Fighting 3 - The Path of the Warrior / Art of Fighting - Ryuuko no Ken Gaiden;1996;SNK;NO;neogeo;YES;-;-;
ashnojoe;Ashita no Joe (Japan);1990;Taito Corporation / Wave;YES;scessjoe;NO;scessjoe;-;
ashuraj;Ashura Blaster (Japan);1990;Taito Corporation;YES;ashura;NO;ashura;-;
ashurau;Ashura Blaster (US);1990;Taito America Corporation;YES;ashura;NO;ashura;-;
ashura;Ashura Blaster (World);1990;Taito Corporation Japan;NO;-;YES;-;-;
aso;ASO - Armored Scrum Object;1985;SNK;NO;-;YES;-;-;
assaultj;Assault (Japan);1988;Namco;YES;assault;NO;assault;-;
assault;Assault (Rev B);1988;Namco;NO;-;YES;-;-;
assaultp;Assault Plus (Japan);1988;Namco;YES;assault;NO;assault;-;
asterixaad;Asterix (ver AAD);1992;Konami;YES;asterix;NO;asterix;-;
asterixeaa;Asterix (ver EAA);1992;Konami;YES;asterix;NO;asterix;-;
asterixeac;Asterix (ver EAC);1992;Konami;YES;asterix;NO;asterix;-;
asterix;Asterix (ver EAD);1992;Konami;NO;-;YES;-;-;
asterixj;Asterix (ver JAD);1992;Konami;YES;asterix;NO;asterix;-;
asterock;Asterock (Sidam bootleg of Asteroids);1979;bootleg (Sidam);YES;asteroid;NO;asteroid;-;
asterockv;Asterock (Videotron bootleg of Asteroids);1979;bootleg (Videotron);YES;asteroid;NO;asteroid;-;
asteroidb1;Asteroids (bootleg on Lunar Lander hardware, set 1);1979;bootleg;YES;asteroid;NO;asteroid;-;
asteroidb2;Asteroids (bootleg on Lunar Lander hardware, set 2);1979;bootleg;YES;asteroid;NO;asteroid;-;
asteroid1;Asteroids (rev 1);1979;Atari;YES;asteroid;NO;asteroid;-;
asteroid2;Asteroids (rev 2);1979;Atari;YES;asteroid;NO;asteroid;-;
asteroid;Asteroids (rev 4);1979;Atari;NO;-;YES;-;-;
astdelux1;Asteroids Deluxe (rev 1);1980;Atari;YES;astdelux;NO;astdelux;-;
astdelux2;Asteroids Deluxe (rev 2);1980;Atari;YES;astdelux;NO;astdelux;-;
astdelux;Asteroids Deluxe (rev 3);1980;Atari;NO;-;YES;-;-;
astrians;Astrians (clone of Swarm);1979;BGV Ltd;YES;galaxian;NO;galaxian;-;
castfant;Astro Fantasia (DECO Cassette) (US);1981;Data East Corporation;NO;decocass;YES;-;-;
astrofl;Astro Flash (Japan);1986;Sega;YES;transfrm;NO;transfrm;-;
asukaja;Asuka & Asuka (Japan);1988;Taito Corporation;YES;asuka;NO;asuka;-;
asukaj;Asuka & Asuka (Japan, version 1);1988;Taito Corporation;YES;asuka;NO;asuka;-;
asuka;Asuka & Asuka (World);1988;Taito Corporation;NO;-;YES;-;-;
asurabld;Asura Blade - Sword of Dynasty (Japan);1998;Fuuki;NO;-;YES;-;-;
asurabusjr;Asura Buster - Eternal Warriors (Japan) (ARCADIA review build);2000;Fuuki;YES;asurabus;NO;asurabus;-;
asurabusj;Asura Buster - Eternal Warriors (Japan, set 1);2000;Fuuki;YES;asurabus;NO;asurabus;-;
asurabusja;Asura Buster - Eternal Warriors (Japan, set 2);2000;Fuuki;YES;asurabus;NO;asurabus;-;
asurabus;Asura Buster - Eternal Warriors (USA);2000;Fuuki;NO;-;YES;-;-;
ataqandr;Ataque Androide - Moon Cresta (FAR S.A. Spanish bootleg);1980?;bootleg (FAR S.A.);YES;mooncrst;NO;mooncrst;-;
asideral;Ataque Sideral (Spanish bootleg of UniWar S);1980;bootleg (Electrogame S.A.);YES;uniwars;NO;uniwars;-;
athenab;Athena (bootleg);1986;SNK;YES;athena;NO;athena;-;
atehate;Athena no Hatena ?;1993;Athena;NO;-;YES;-;-;
athena;Athena;1986;SNK;NO;-;YES;-;-;
atlantol;Atlant Olimpic;1996;bootleg;YES;trackfld;NO;trackfld;-;
acitya;Atlantic City Action;1983;EPOS Corporation;YES;bwcasino;NO;bwcasino;-;
atombjt;Atom (bootleg of Bombjack Twin);1993;bootleg (Kyon K.);YES;bjtwin;NO;bjtwin;-;
atomboya;Atomic Boy (revision A);1985;Irem (Memetron license);YES;wilytowr;NO;wilytowr;-;
atomboy;Atomic Boy (revision B);1985;Irem (Memetron license);YES;wilytowr;NO;wilytowr;-;
atomicp;Atomic Point (Korea);1990;Philco;NO;-;YES;-;-;
atompunk;Atomic Punk (US);1991;Irem America (licensed from Hudson Soft);YES;dynablst;NO;dynablst;-;
robokidj3;Atomic Robo-kid (Japan);1988;UPL;YES;robokid;NO;robokid;-;
robokidj;Atomic Robo-kid (Japan, Type-2, set 1);1988;UPL;YES;robokid;NO;robokid;-;
robokidj2;Atomic Robo-kid (Japan, Type-2, set 2);1988;UPL;YES;robokid;NO;robokid;-;
robokid;Atomic Robo-kid (World, Type-2);1988;UPL;NO;-;YES;-;-;
attackf;Attack (Defender bootleg);1980;bootleg (Famare SA);YES;defender;NO;defender;-;
aurailjd;Aurail (set 1, Japan, FD1089A 317-0167 decrypted);1990;Sega / Westone;YES;aurail;NO;aurail;-;
aurailj;Aurail (set 1, Japan, FD1089A 317-0167);1990;Sega / Westone;YES;aurail;NO;aurail;-;
aurail1d;Aurail (set 2, World, FD1089B 317-0168 decrypted);1990;Sega / Westone;YES;aurail;NO;aurail;-;
aurail1;Aurail (set 2, World, FD1089B 317-0168);1990;Sega / Westone;YES;aurail;NO;aurail;-;
aurail;Aurail (set 3, US, unprotected);1990;Sega / Westone;NO;-;YES;-;-;
avefenix;Ave Fenix (Electrogame, Spanish bootleg of Phoenix);1980;bootleg (Video Game);YES;phoenix;NO;phoenix;-;
avefenixl;Ave Fenix (Laguna, Spanish bootleg of Phoenix);1980;bootleg;YES;phoenix;NO;phoenix;-;
avefenixrf;Ave Fenix (Recreativos Franco, Spanish bootleg of Phoenix);1981;bootleg (Recreativos Franco S.A.);YES;phoenix;NO;phoenix;-;
avengersb;Avengers (US);1987;Capcom;YES;avengers;NO;avengers;-;
avengersa;Avengers (US, revision A);1987;Capcom;YES;avengers;NO;avengers;-;
avengers;Avengers (US, revision C);1987;Capcom;NO;-;YES;-;-;
avengersc;Avengers (US, unknown revision);1987;Capcom;YES;avengers;NO;avengers;-;
avengrgsj;Avengers In Galactic Storm (Japan);1995;Data East Corporation;YES;avengrgs;NO;avengrgs;-;
avengrgsbh;Avengers In Galactic Storm (Playable Boss, Hack);2022;hack;YES;avengrgs;NO;avengrgs;-;
avengrgs;Avengers In Galactic Storm (US);1995;Data East Corporation;NO;-;YES;-;-;
avspirit;Avenging Spirit;1991;Jaleco;NO;-;YES;-;-;
aztarac;Aztarac;1983;Centuri;NO;-;YES;-;-;
azurian;Azurian Attack;1982;Rait Electronics Ltd;NO;-;YES;-;-;
bwingsa;B-Wings (Alt Ver.?);1984;Data East Corporation;YES;bwings;NO;bwings;-;
bwings;B-Wings (Japan new Ver.);1984;Data East Corporation;NO;-;YES;-;-;
bwingso;B-Wings (Japan old Ver.);1984;Data East Corporation;YES;bwings;NO;bwings;-;
bonkadv;B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin;1994;Kaneko;NO;-;YES;-;-;
bcstry;B.C. Story (set 1);1997;SemiCom;NO;-;YES;-;-;
bcstrya;B.C. Story (set 2);1997;SemiCom;YES;bcstry;NO;bcstry;-;
brapboys;B.Rap Boys (World);1992;Kaneko;NO;-;YES;-;-;
brapboyspj;B.Rap Boys Special (Japan);1992;Kaneko;YES;brapboys;NO;brapboys;-;
brapboyspu;B.Rap Boys Special (US);1992;Kaneko;YES;brapboys;NO;brapboys;-;
brapboysp;B.Rap Boys Special (World, newer);1992;Kaneko;YES;brapboys;NO;brapboys;-;
brapboysp2;B.Rap Boys Special (World, older);1992;Kaneko;YES;brapboys;NO;brapboys;-;
backfirt;Back Fire (Tecmo, bootleg);1988;Tecmo;NO;-;YES;-;-;
bssoccer;Back Street Soccer;1996;SunA;NO;-;YES;-;-;
backfire;Backfire! (set 1);1995;Data East Corporation;NO;-;YES;-;-;
badapple;Bad Apple (Tech-Demo);2017;Hpman;NO;neogeo;YES;-;-;
baddudes;Bad Dudes vs. Dragonninja (US);1988;Data East USA;NO;-;YES;-;-;
badlands;Bad Lands;1989;Atari Games;NO;-;YES;-;-;
bagmanm2;Bagman (bootleg on Moon Cresta hardware set 2);1982;Valadon Automation;YES;bagman;NO;bagman;-;
bagmans3;Bagman (Stern Electronics, revision A3);1982;Valadon Automation (Stern Electronics license);YES;bagman;NO;bagman;-;
bagmans4;Bagman (Stern Electronics, revision A4);1982;Valadon Automation (Stern Electronics license);YES;bagman;NO;bagman;-;
bagmans;Bagman (Stern Electronics, revision A5);1982;Valadon Automation (Stern Electronics license);YES;bagman;NO;bagman;-;
bagmanj;Bagman (Taito);1982;Valadon Automation (Taito license);YES;bagman;NO;bagman;-;
bagman;Bagman;1982;Valadon Automation;NO;-;YES;-;-;
bakatono;Bakatonosama Mahjong Manyuuki (MOM-002)(MOH-002);1991;Monolith Corp.;NO;neogeo;YES;-;-;
bakubrkr;Bakuretsu Breaker (Japan);1992;Kaneko;YES;explbrkr;NO;explbrkr;-;
bkrtmaq;Bakuretsu Quiz Ma-Q Dai Bouken (Japan);1992;Namco;NO;namcoc69;YES;-;-;
bakutotu;Bakutotsu Kijuutei;1988;Namco;NO;-;YES;-;-;
balcube;Bal Cube;1996;Metro;NO;-;YES;-;-;
ballboy;Ball Boy;2003;bootleg;YES;snowbro3;NO;snowbro3;-;
bace;Balloon Ace;2003;David Widel;NO;-;YES;-;-;
ballbros;Balloon Brothers;1992;East Technology;NO;-;YES;-;-;
baluba;Baluba-louk no Densetsu (Japan);1986;Able Corp, Ltd.;NO;-;YES;-;-;
banbam;BanBam;1984;Sun Electronics;NO;-;YES;-;-;
bangball;Bang Bang Ball (v1.05);1996;Banpresto / Kunihiko Tashiro+Goodhouse;NO;-;YES;-;-;
b2b;Bang Bang Busters (2010 NCI release);2000;Visco;NO;neogeo;YES;-;-;
bangbedp;Bang Bead (Prototype?);2000;Visco;YES;bangbead;NO;bangbead;-;
bangbead;Bang Bead;2000;Visco;NO;neogeo;YES;-;-;
bang;Bang!;1998;Gaelco;NO;-;YES;-;-;
bankp;Bank Panic;1984;[Sanritsu] Sega;NO;-;YES;-;-;
baraduke;Baraduke;1985;Namco;YES;aliensec;NO;aliensec;-;
baryon;Baryon - Future Assault (set 1);1997;SemiCom;NO;-;YES;-;-;
baryona;Baryon - Future Assault (set 2);1997;SemiCom;YES;baryon;NO;baryon;-;
bstars2;Baseball Stars 2;1992;SNK;NO;neogeo;YES;-;-;
bstarsh;Baseball Stars Professional (NGH-002);1990;SNK;YES;bstars;NO;bstars;-;
bstars;Baseball Stars Professional (NGM-002);1990;SNK;NO;neogeo;YES;-;-;
batman2;Batman Part 2;1981;bootleg;YES;phoenix;NO;phoenix;-;
batman;Batman;1991;Atari Games;NO;-;YES;-;-;
batsugunb;Batsugun (Korean PCB);1993;Toaplan;YES;batsugun;NO;batsugun;-;
batsuguna;Batsugun (older, set 1);1993;Toaplan;YES;batsugun;NO;batsugun;-;
batsugunc;Batsugun (older, set 2);1993;Toaplan;YES;batsugun;NO;batsugun;-;
batsugunsp;Batsugun - Special Version;1993;Toaplan;YES;batsugun;NO;batsugun;-;
batsugun;Batsugun;1993;Toaplan;NO;-;YES;-;-;
battlntsj;Battlantis (Japan, program code E);1987;Konami;YES;battlnts;NO;battlnts;-;
battlntsa;Battlantis (program code F);1987;Konami;YES;battlnts;NO;battlnts;-;
battlnts;Battlantis (program code G);1987;Konami;NO;-;YES;-;-;
bbakraidja;Battle Bakraid (Japan) (Wed Apr 7 1999);1999;Eighting;YES;bbakraid;NO;bbakraid;-;
bbakraidc;Battle Bakraid - Unlimited Version (China) (Tue Jun 8 1999);1999;Eighting;YES;bbakraid;NO;bbakraid;-;
bbakraidj;Battle Bakraid - Unlimited Version (Japan) (Tue Jun 8 1999);1999;Eighting;YES;bbakraid;NO;bbakraid;-;
bbakraid;Battle Bakraid - Unlimited Version (U.S.A.) (Tue Jun 8 1999);1999;Eighting;NO;-;YES;-;-;
batlballo;Battle Balls (Germany, earlier);1995;Seibu Kaihatsu (Tuning license);YES;senkyu;NO;senkyu;-;
batlball;Battle Balls (Germany, newer);1995;Seibu Kaihatsu (Tuning license);YES;senkyu;NO;senkyu;-;
batlballa;Battle Balls (Hong Kong);1995;Seibu Kaihatsu (Metrotainment license);YES;senkyu;NO;senkyu;-;
batlballe;Battle Balls (Hong Kong, earlier);1995;Seibu Kaihatsu (Metrotainment license);YES;senkyu;NO;senkyu;-;
batlballpt;Battle Balls (Portugal);1995;Seibu Kaihatsu;YES;senkyu;NO;senkyu;-;
batlballu;Battle Balls (US);1995;Seibu Kaihatsu (Fabtek license);YES;senkyu;NO;senkyu;-;
batlbubl;Battle Bubble (v2.00);1999;Banpresto (Limenko license?);YES;bangball;NO;bangball;-;
bchopper;Battle Chopper (World);1987;Irem;NO;-;YES;-;-;
batcira;Battle Circuit (970319 Asia);1997;Capcom;YES;batcir;NO;batcir;-;
batcird;Battle Circuit (970319 Euro Phoenix Edition);1997;bootleg;YES;batcir;NO;batcir;-;
batcir;Battle Circuit (970319 Euro);1997;Capcom;NO;-;YES;-;-;
batcirj;Battle Circuit (970319 Japan);1997;Capcom;YES;batcir;NO;batcir;-;
battlex;Battle Cross;1982;Omori Electric Co., Ltd.;NO;-;YES;-;-;
bcruzm12;Battle Cruiser M-12;1983;Sigma Enterprises Inc.;NO;-;YES;-;-;
btlfieldb;Battle Field (bootleg);1987;bootleg;YES;timesold;NO;timesold;-;
btlfield;Battle Field (Japan);1987;Alpha Denshi Co. (SNK license);YES;timesold;NO;timesold;-;
flipshot;Battle Flip Shot;1998;Visco;NO;neogeo;YES;-;-;
bgareggahk;Battle Garegga (Austria / Hong Kong) (Sat Feb 3 1996);1996;Raizing / Eighting;YES;bgaregga;NO;bgaregga;-;
bgaregga;Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996);1996;Raizing / Eighting;NO;-;YES;-;-;
bgareggablj;Battle Garegga (Japan, bootleg) (Sat Feb 3 1996);1996;bootleg;YES;bgaregga;NO;bgaregga;-;
bgareggak;Battle Garegga (Korea / Greece) (Wed Feb 7 1996);1996;Raizing / Eighting;YES;bgaregga;NO;bgaregga;-;
bgareggat;Battle Garegga (location test) (Wed Jan 17 1996);1996;Raizing / Eighting;YES;bgaregga;NO;bgaregga;-;
bgareggatw;Battle Garegga (Taiwan / Germany) (Thu Feb 1 1996);1996;Raizing / Eighting;YES;bgaregga;NO;bgaregga;-;
bgaregganv;Battle Garegga - New Version (Austria / Hong Kong) (Sat Mar 2 1996);1996;Raizing / Eighting;YES;bgaregga;NO;bgaregga;-;
bgareggacn;Battle Garegga - Type 2 (Denmark / China) (Tue Apr 2 1996);1996;Raizing / Eighting;YES;bgaregga;NO;bgaregga;-;
bgareggat2;Battle Garegga - Type 2 (Europe / USA / Japan / Asia) (Sat Mar 2 1996);1996;Raizing / Eighting;YES;bgaregga;NO;bgaregga;-;
bgareggaz;Battle Garegga Zakk version (Europe / USA / Japan / Asia) (Sat Feb 3 1996);2019;Raizing / Eighting;YES;bgaregga;NO;bgaregga;-;
btlkroadk;Battle K-Road (Korea);1994;Psikyo;YES;btlkroad;NO;btlkroad;-;
btlkroad;Battle K-Road;1994;Psikyo;NO;-;YES;-;-;
battlane;Battle Lane! Vol. 5 (set 1);1986;Technos Japan (Taito license);NO;-;YES;-;-;
battlane2;Battle Lane! Vol. 5 (set 2);1986;Technos Japan (Taito license);YES;battlane;NO;battlane;-;
battlane3;Battle Lane! Vol. 5 (set 3);1986;Technos Japan (Taito license);YES;battlane;NO;battlane;-;
atlantisb;Battle of Atlantis (bootleg);1981;bootleg;YES;atlantis;NO;atlantis;-;
atlantis;Battle of Atlantis (set 1);1981;Comsoft;NO;-;YES;-;-;
atlantis2;Battle of Atlantis (set 2);1981;Comsoft;YES;atlantis;NO;atlantis;-;
bsharkj;Battle Shark (Japan);1989;Taito Corporation;YES;bshark;NO;bshark;-;
bsharkjjs;Battle Shark (Japan, Joystick);1989;Taito Corporation;YES;bshark;NO;bshark;-;
bsharku;Battle Shark (US);1989;Taito America Corporation;YES;bshark;NO;bshark;-;
bshark;Battle Shark (World);1989;Taito Corporation Japan;NO;-;YES;-;-;
batlzone;Battle Zone (bootleg of Mayday);1980;bootleg (Video Game);YES;mayday;NO;mayday;-;
bzonec;Battle Zone (cocktail);1980;Atari;YES;bzone;NO;bzone;-;
bzonea;Battle Zone (rev 1);1980;Atari;YES;bzone;NO;bzone;-;
bzone;Battle Zone (rev 2);1980;Atari;NO;-;YES;-;-;
btoads;Battletoads;1994;Rare / Electronic Arts;NO;-;YES;-;-;
bayroute1;Bay Route (set 1, US, unprotected);1989;Sunsoft / Sega;YES;bayroute;NO;bayroute;-;
bayroutejd;Bay Route (set 2, Japan, FD1094 317-0115 decrypted);1989;Sunsoft / Sega;YES;bayroute;NO;bayroute;-;
bayroutej;Bay Route (set 2, Japan, FD1094 317-0115);1989;Sunsoft / Sega;YES;bayroute;NO;bayroute;-;
bayrouted;Bay Route (set 3, World, FD1094 317-0116 decrypted);1989;Sunsoft / Sega;YES;bayroute;NO;bayroute;-;
bayroute;Bay Route (set 3, World, FD1094 317-0116);1989;Sunsoft / Sega;NO;-;YES;-;-;
bbustersja;Beast Busters (Japan, Version 2, 2 Players);1989;SNK;YES;bbusters;NO;bbusters;-;
bbustersj;Beast Busters (Japan, Version 2, 3 Players);1989;SNK;YES;bbusters;NO;bbusters;-;
bbustersua;Beast Busters (US, Version 2);1989;SNK;YES;bbusters;NO;bbusters;-;
bbustersu;Beast Busters (US, Version 3);1989;SNK;YES;bbusters;NO;bbusters;-;
bbusters;Beast Busters (World);1989;SNK;NO;-;YES;-;-;
beastfp;Beastie Feastie (Pac-Man conversion);1984;Epos Corporation;YES;suprglob;NO;suprglob;-;
ddp2100c;Bee Storm - DoDonPachi II (V100, China);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2100hk;Bee Storm - DoDonPachi II (V100, Hong Kong);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2100j;Bee Storm - DoDonPachi II (V100, Japan);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2100k;Bee Storm - DoDonPachi II (V100, Korea);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2100t;Bee Storm - DoDonPachi II (V100, Taiwan);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2100;Bee Storm - DoDonPachi II (V100, World);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2101c;Bee Storm - DoDonPachi II (V101, China);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2101hk;Bee Storm - DoDonPachi II (V101, Hong Kong);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2101j;Bee Storm - DoDonPachi II (V101, Japan);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2101k;Bee Storm - DoDonPachi II (V101, Korea);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2101t;Bee Storm - DoDonPachi II (V101, Taiwan);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2101;Bee Storm - DoDonPachi II (V101, World);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2c;Bee Storm - DoDonPachi II (V102, China);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2hk;Bee Storm - DoDonPachi II (V102, Hong Kong);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2j;Bee Storm - DoDonPachi II (V102, Japan);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2k;Bee Storm - DoDonPachi II (V102, Korea);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2t;Bee Storm - DoDonPachi II (V102, Taiwan);2001;IGS;YES;ddp2;NO;ddp2;-;
ddp2;Bee Storm - DoDonPachi II (V102, World);2001;IGS;NO;pgm;YES;-;-;
blswhstla;Bells & Whistles (Asia, version M);1991;Konami;YES;blswhstl;NO;blswhstl;-;
blswhstl;Bells & Whistles (World, version L);1991;Konami;NO;-;YES;-;-;
benberob;Ben Bero Beh (Japan);1984;Taito;NO;-;YES;-;-;
bermudatj;Bermuda Triangle (Japan);1987;SNK;YES;bermudat;NO;bermudat;-;
bermudata;Bermuda Triangle (World Wars) (US);1987;SNK;YES;worldwar;NO;worldwar;-;
bermudat;Bermuda Triangle (World?);1987;SNK;NO;-;YES;-;-;
berzerkf;Berzerk (French Speech, revision RC31);1980;Stern Electronics;YES;berzerk;NO;berzerk;-;
berzerkg;Berzerk (German Speech, revision RC32);1980;Stern Electronics;YES;berzerk;NO;berzerk;-;
berzerkb;Berzerk (revision RC28);1980;Stern Electronics;YES;berzerk;NO;berzerk;-;
berzerka;Berzerk (revision RC31);1980;Stern Electronics;YES;berzerk;NO;berzerk;-;
berzerk;Berzerk (revision RC31A);1980;Stern Electronics;NO;-;YES;-;-;
berzerks;Berzerk (Spanish Speech, revision RC32);1980;Stern Electronics (Sonic License);YES;berzerk;NO;berzerk;-;
bbbxing;Best Bout Boxing (ver 1.3);1994;Jaleco;NO;-;YES;-;-;
bestleag;Best League (bootleg of Big Striker, Italian Serie A);1993;bootleg;YES;bigstrik;NO;bigstrik;-;
bestleaw;Best League (bootleg of Big Striker, World Cup);1993;bootleg;YES;bigstrik;NO;bigstrik;-;
bestbest;Best Of Best;1994;SunA;NO;-;YES;-;-;
bestri;Bestri (Korea, set 1);1998;F2 System;NO;-;YES;-;-;
bestria;Bestri (Korea, set 2);1998;F2 System;YES;bestri;NO;bestri;-;
punisherbz;Biaofeng Zhanjing (Chinese bootleg);2002;bootleg;YES;punisher;NO;punisher;-;
bigbang;Big Bang (9th Nov. 1993, set 1);1993;NMK;YES;tdragon2;NO;tdragon2;-;
bigbanga;Big Bang (9th Nov. 1993, set 2);1993;NMK;YES;tdragon2;NO;tdragon2;-;
bigbucks;Big Bucks;1986;Dynasoft Inc.;NO;-;YES;-;-;
bigkarnk;Big Karnak (ver. 1.0, checksum 1e38c94);1991;Gaelco;NO;-;YES;-;-;
bigrun;Big Run (11th Rallye version);1989;Jaleco;NO;-;YES;-;-;
bigstrkba;Big Striker (bootleg w/Italian teams);1992;bootleg;YES;bigstrik;NO;bigstrik;-;
bigstrkb;Big Striker (bootleg);1992;bootleg;YES;bigstrik;NO;bigstrik;-;
bigstrik;Big Striker;1992;Jaleco;NO;-;YES;-;-;
bigtwinb;Big Twin (No Girls Conversion);1995;Playmark;YES;bigtwin;NO;bigtwin;-;
