name;description;year;manufacturer;is_parent;bios;sample
puyo;Puyo Puyo (World);1992;Compile / Sega;NO;-;-
puyopuy2;Puyo Puyo 2 (Japan);1994;Compile (Sega license);NO;-;-
puzlclub;Puzzle Club (Japan prototype);1990;Namco;NO;-;-
puzlstar;Puzzle Star / Mohuan Xingzuo (ver. 100MG, 09/30/99 build);1999;IGS (Metro license);NO;pgm;-
puzzledp;Puzzle De Pon!;1995;Visco;NO;neogeo;-
puzzlekg;Puzzle King (Dance & Puzzle);1998;Eolith;NO;-;-
puzzli;Puzzli (revision B);1995;Metro / Banpresto;NO;-;-
puzzli2;Puzzli 2 (V100, China);1999;IGS;NO;pgm;-
puzzloop;Puzz Loop (Europe, v0.94);1998;Mitchell;NO;skns;-
puzzlove;PuzzLove;1994;Para;NO;-;-
puzznic;Puzznic (World);1989;Taito Corporation Japan;NO;-;-
pwrgoal;Taito Power Goal (Ver 2.5O 1994/11/03);1994;Taito Corporation Japan;NO;-;-
pwrinst2;Power Instinct 2 (USA, ver. 94/04/08);1994;Atlus;NO;-;-
py2k2;Photo Y2K 2 (VM101XX, China);2001;IGS;NO;pgm;-
pzlbowl;Puzzle De Bowling (Japan);1999;Nihon System / Moss;NO;-;-
pzlbreak;Puzzle Break (set 1);1997;SemiCom / Tirano;NO;-;-
pzloop2;Puzz Loop 2 (010302 Euro);2001;Mitchell, distritued by Capcom;NO;-;-
qad;Quiz & Dragons (capcom quiz game 920701 USA);1992;Capcom;NO;-;-
qbert;Q*bert (US set 1);1982;Gottlieb;NO;-;-
qbertqub;Q*bert's Qubes;1983;Mylstar;NO;-;qbert
qcrayon;Quiz Crayon Shinchan (Japan);1993;Taito Corporation;NO;-;-
qcrayon2;Crayon Shinchan Orato Asobo (Japan);1993;Taito Corporation;NO;-;-
qgakumon;Quiz Gakumon no Susume (Japan ver. JA2 Type L);1993;Konami;NO;-;-
qgh;Quiz Ghost Hunter (Japan, ROM Based);1994;Sega;NO;-;-
qix;Qix (Rev 2);1981;Taito America Corporation;NO;-;-
qjinsei;Quiz Jinsei Gekijoh (Japan);1992;Taito Corporation;NO;-;-
qndream;Quiz Nanairo Dreams - nijiirochou no kiseki (nanairo dreams 960826 Japan);1996;Capcom;NO;-;-
qrouka;Quiz Rouka Ni Tattenasai (Japan, ROM Based);1991;Sega;NO;-;-
qsangoku;Quiz Sangokushi (Japan);1991;Capcom;NO;-;-
qsww;Quiz Syukudai wo Wasuremashita (Japan, Floppy Based, FD1094 317-0058-08b);1991;Sega;NO;-;-
qtheater;Quiz Theater - 3tsu no Monogatari (Ver 2.3J 1994/11/10);1994;Taito Corporation;NO;-;-
qtono1;Quiz Tonosama no Yabou (Japan);1991;Capcom;NO;-;-
qtono2j;Quiz Tonosama no Yabou 2 Zenkoku-ban (tonosama 2 950123 Japan);1995;Capcom;NO;-;-
qtorimon;Quiz Torimonochou (Japan);1990;Taito Corporation;NO;-;-
quantum;Quantum (rev 2);1982;General Computer Corporation (Atari license);NO;-;-
quartet;Quartet (Rev A, 8751 317-unknown);1986;Sega;NO;-;-
quester;Quester (Japan);1987;Namco;NO;-;-
quiz18k;Miyasu Nonki no Quiz 18-Kin;1992;EIM;NO;-;-
quizdai2;Quiz Meitantei Neo & Geo - Quiz Daisousa Sen part 2 (NGM-042)(NGH-042);1992;SNK;NO;neogeo;-
quizdais;Quiz Daisousa Sen - The Last Count Down (NGM-023)(NGH-023);1991;SNK;NO;neogeo;-
quizf1;Quiz F1 1-2 Finish (Japan);1992;Irem;NO;-;-
quizhq;Quiz H.Q. (Japan);1990;Taito Corporation;NO;-;-
quizhuhu;Moriguchi Hiroko no Quiz de Hyuu!Hyuu! (Ver 2.2J 1995/05/25);1995;Taito Corporation;NO;-;-
quizkof;Quiz King of Fighters (SAM-080)(SAH-080);1995;Saurus;NO;neogeo;-
quizmeku;Quiz Mekurumeku Story (Japan, ROM Based);1992;Sega;NO;-;-
quizmoon;Quiz Bisyoujo Senshi Sailor Moon - Chiryoku Tairyoku Toki no Un;1997;Banpresto;NO;-;-
quizo;Quiz Olympic (set 1);1985;Seoul Coin Corp.;NO;-;-
quiztou;Nettou! Gekitou! Quiztou!! (Japan);1993;Namco;NO;namcoc70;-
qzchikyu;Quiz Chikyu Bouei Gun (Japan);1991;Taito Corporation;NO;-;-
qzkklgy2;Quiz Kokology 2;1993;Tecmo;NO;-;-
qzkklogy;Quiz Kokology;1992;Tecmo;NO;-;-
qzquest;Quiz Quest - Hime to Yuusha no Monogatari (Japan);1991;Taito Corporation;NO;-;-
qzshowby;Quiz Sekai wa SHOW by shobai (Japan);1993;Taito Corporation;NO;-;-
r2dx_v33;Raiden II New / Raiden DX (newer V33 PCB) (Raiden DX EEPROM);1996;Seibu Kaihatsu;NO;-;-
rabbit;Rabbit (Asia 3/6);1997;Aorn / Electronic Arts;NO;-;-
rabiolep;Rabio Lepus (Japan);1987;V-System Co.;NO;-;-
raccoon;Raccoon World;1998;Eolith;NO;-;-
rachero;Racing Hero (FD1094 317-0144);1989;Sega;NO;-;-
racingb;Racing Beat (World);1991;Taito Corporation Japan;NO;-;-
rackemup;Rack 'em Up (program code L);1987;Konami;NO;-;-
racknrol;Rack + Roll;1986;Status (Shinkai License);NO;-;-
radarscp;Radar Scope (TRS02, rev. D);1980;Nintendo;NO;-;-
radm;Rad Mobile (World);1990;Sega;NO;-;-
radr;Rad Rally (World);1991;Sega;NO;-;-
radrad;Radical Radial (US);1982;Nichibutsu USA;NO;-;-
raflesia;Rafflesia (315-5162);1986;Coreland / Sega;NO;-;-
ragnagrd;Ragnagard / Shin-Oh-Ken;1996;Saurus;NO;neogeo;-
raiden;Raiden (set 1);1990;Seibu Kaihatsu;NO;-;-
raiden2;Raiden II (US, set 1);1993;Seibu Kaihatsu (Fabtek license);NO;-;-
raidendx;Raiden DX (UK);1994;Seibu Kaihatsu;NO;-;-
raiders5;Raiders5;1985;UPL;NO;-;-
raimais;Raimais (World);1988;Taito Corporation Japan;NO;-;-
rallybik;Rally Bike / Dash Yarou;1988;Toaplan / Taito Corporation;NO;-;-
rallyx;Rally X (32k Ver.?);1980;Namco;NO;-;-
rambo3;Rambo III (Europe);1989;Taito Europe Corporation;NO;-;-
rampage;Rampage (Rev 3, 8/27/86);1986;Bally Midway;NO;-;-
rampart;Rampart (Trackball);1990;Atari Games;NO;-;-
rastan;Rastan (World Rev 1);1987;Taito Corporation Japan;NO;-;-
razmataz;Razzmatazz;1983;Sega;NO;-;-
rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095)(NGH-095);1995;SNK;NO;neogeo;-
rbff2;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - the newcomers (NGM-2400);1998;SNK;NO;neogeo;-
rbffspec;Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special;1996;SNK;NO;neogeo;-
rbisland;Rainbow Islands (new version);1987;Taito Corporation;NO;cchip;-
rbislande;Rainbow Islands (Extra);1988;Taito Corporation;NO;cchip;-
rchase;Rail Chase (World);1991;Sega;NO;-;-
rdft;Raiden Fighters (Germany);1996;Seibu Kaihatsu (Tuning license);NO;-;-
rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);1997;Seibu Kaihatsu (Tuning license);NO;-;-
reactor;Reactor;1982;Gottlieb;NO;-;-
reaktor;Reaktor (Track & Field conversion);1987;Zilec;NO;-;-
recalh;Recalhorn (Ver 1.42J 1994/5/11) (Prototype);1994;Taito Corporation;NO;-;-
recordbr;Recordbreaker (World);1988;Taito Corporation Japan;NO;-;-
redbaron;Red Baron (Revised Hardware);1980;Atari;NO;-;-
redclash;Red Clash;1981;Kaneko;NO;-;-
redearth;Red Earth / War-Zard (Euro 961121);1996;Capcom;NO;-;-
redrobin;Red Robin;1986;Elettronolo;NO;-;-
redufo;Defend the Terra Attack on the Red UFO;1981;Artic;NO;-;-
regulus;Regulus (315-5033, rev. A);1983;Sega;NO;-;-
relief;Relief Pitcher (set 1, 07 Jun 1992 / 28 May 1992);1992;Atari Games;NO;-;-
renegade;Renegade (US);1986;Technos (Taito America license);NO;-;-
repulse;Repulse;1985;Crux / Sega;NO;-;-
rescue;Rescue;1982;Stern;NO;-;-
retofinv;Return of the Invaders;1985;Taito Corporation;NO;-;-
revngr84;Revenger '84 (set 1);1984;Epos Corporation;NO;-;-
revx;Revolution X (rev 1.0 6/16/94);1994;Midway;NO;-;-
rezon;Rezon;1991;Allumer;NO;-;-
rfjet;Raiden Fighters Jet (Germany);1998;Seibu Kaihatsu (Tuning license);NO;-;-
ribbit;Ribbit!;1991;Sega;NO;-;-
ridhero;Riding Hero (NGM-006)(NGH-006);1990;SNK;NO;neogeo;-
ridingf;Riding Fight (Ver 1.0O);1992;Taito Corporation Japan;NO;-;-
ridleofp;Riddle of Pythagoras (Japan);1986;Sega / Nasco;NO;-;-
ringdest;Ring of Destruction - slammasters II (940902 Euro);1994;Capcom;NO;-;-
ringrage;Ring Rage (Ver 2.3O 1992/08/09);1992;Taito Corporation Japan;NO;-;-
riot;Riot;1992;NMK;NO;-;-
riotcity;Riot City (Japan);1991;Sega / Westone;NO;-;-
riskchal;Risky Challenge;1993;Irem;NO;-;-
rjammer;Roller Jammer;1984;Nichibutsu / Alice;NO;-;-
rmpgwt;Rampage: World Tour (rev 1.3);1997;Midway;NO;-;-
roadf;Road Fighter (set 1);1984;Konami;NO;-;-
roboarmy;Robo Army (set 1);1991;SNK;NO;neogeo;-
robocop;Robocop (World revision 4);1988;Data East Corporation;NO;-;-
robocop2;Robocop 2 (Euro/Asia v0.10);1991;Data East Corporation;NO;-;-
robokid;Atomic Robo-kid (World, Type-2);1988;UPL;NO;-;-
robotron;Robotron: 2084 (Solid Blue label);1982;Williams / Vid Kidz;NO;-;-
robowres;Robo Wres 2001;1986;Sanritsu / Sega;NO;-;-
rockclim;Rock Climber;1981;Taito;NO;-;-
rockduck;Rock Duck (prototype?);1983;Datel SAS;NO;-;-
rockn;Rock'n Tread (Japan);1999;Jaleco;NO;-;-
rockn2;Rock'n Tread 2 (Japan);1999;Jaleco;NO;-;-
rockn3;Rock'n 3 (Japan);1999;Jaleco;NO;-;-
rockn4;Rock'n 4 (Japan, prototype);2000;Jaleco / PCCWJ;NO;-;-
rockrage;Rock'n Rage (World);1986;Konami;NO;-;-
rocktris;Rock Tris;1994;Yun Sung;NO;-;-
rocktrv2;MTV Rock-N-Roll Trivia (Part 2);1986;Triumph Software Inc.;NO;-;-
rocnrope;Roc'n Rope;1983;Konami;NO;-;-
rodland;Rod-Land (World, set 1);1990;Jaleco;NO;-;-
rohga;Rohga Armor Force (Asia/Europe v5.0);1991;Data East Corporation;NO;-;-
roishtar;The Return of Ishtar;1986;Namco;NO;-;-
rolcrush;Rolling Crush (version 1.07.E - 1999/02/11, Trust license);1999;SemiCom / Exit (Trust license);NO;-;-
rollerg;Rollergames (US);1991;Konami;NO;-;-
rompers;Rompers (Japan, new version (Rev B));1989;Namco;NO;-;-
rotd;Rage of the Dragons (NGM-264?);2002;Evoga / Playmore;NO;neogeo;-
roughrac;Rough Racer (Japan, Floppy Based, FD1094 317-0058-06b);1990;Sega;NO;-;-
roundup;Round-Up;1981;Taito Corporation (Amenip/Centuri license);NO;-;-
route16;Route 16 (Sun Electronics, set 1);1981;Sun Electronics;NO;-;-
rpatrol;River Patrol (Japan);1981;Orca;NO;-;-
rshark;R-Shark;1995;Dooyong;NO;-;-
rthun2;Rolling Thunder 2;1990;Namco;NO;-;-
rthunder;Rolling Thunder (rev 3);1986;Namco;NO;-;-
rtype;R-Type (World);1987;Irem;NO;-;-
rtype2;R-Type II (World);1989;Irem;NO;-;-
rtypeleo;R-Type Leo (World);1992;Irem;NO;-;-
rumba;Rumba Lumber;1984;Taito;NO;-;-
rygar;Rygar (US set 1);1986;Tecmo;NO;-;-
ryorioh;Gourmet Battle Quiz Ryohrioh CooKing (Japan);1998;Visco;NO;-;-
ryouran;VS Mahjong Otome Ryouran (revision 2);1998;Electro Design;NO;skns;-
ryujin;Ryu Jin (Japan, ET910000B PCB);1993;Taito Corporation;NO;-;-
ryukyu;RyuKyu (Rev A, Japan) (FD1094 317-5023A);1990;Success / Sega;NO;-;-
s1945;Strikers 1945 (World);1995;Psikyo;NO;-;-
s1945ii;Strikers 1945 II;1997;Psikyo;NO;-;-
s1945iii;Strikers 1945 III (World) / Strikers 1999 (Japan);1999;Psikyo;NO;-;-
s1945p;Strikers 1945 Plus;1999;Psikyo;NO;neogeo;-
sabotenb;Saboten Bombers (set 1);1992;NMK / Tecmo;NO;-;-
sadari;Sadari;1993;Dooyong (NTC license);NO;-;-
safarir;Safari Rally (World);1979;SNK (Taito license);NO;-;-
sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22B, Europe);1995;BanPresto / Gazelle;NO;-;-
salamand;Salamander (version D);1986;Konami;NO;-;-
samsh5sp;Samurai Shodown V Special / Samurai Spirits Zero Special (NGM-2720);2004;Yuki Enterprise / SNK Playmore;NO;neogeo;-
samsho;Samurai Shodown / Samurai Spirits (NGM-045);1993;SNK;NO;neogeo;-
samsho2;Samurai Shodown II / Shin Samurai Spirits - Haohmaru jigokuhen (NGM-063)(NGH-063);1994;SNK;NO;neogeo;-
samsho3;Samurai Shodown III / Samurai Spirits - Zankurou Musouken (NGM-087);1995;SNK;NO;neogeo;-
samsho4;Samurai Shodown IV - Amakusa's Revenge / Samurai Spirits - Amakusa Kourin (NGM-222)(NGH-222);1996;SNK;NO;neogeo;-
samsho5;Samurai Shodown V / Samurai Spirits Zero (NGM-2700, set 1);2003;Yuki Enterprise / SNK Playmore;NO;neogeo;-
samurai;Samurai (World);1980;Sega;NO;-;-
samuraia;Samurai Aces (World);1993;Psikyo (Banpresto license);NO;-;-
sandscrp;Sand Scorpion;1992;Face;NO;-;-
sarge;Sarge;1985;Bally Midway;NO;-;-
sasuke;Sasuke vs. Commander;1980;SNK;NO;-;-
satansat;Satan of Saturn (set 1);1981;SNK;NO;-;vanguard
saturnzi;Saturn;1983;[Zilec Electronics] Jaleco;NO;-;-
sauro;Sauro (set 1);1987;Tecfri;NO;-;-
savagere;Savage Reign / Fu'un Mokushiroku - kakutou sousei;1995;SNK;NO;neogeo;-
sb2003;Super Bubble 2003 (World, Ver 1.0);2003;Limenko;NO;-;-
sbagman;Super Bagman (version 5);1984;Valadon Automation;NO;-;-
sbasebal;Super Champion Baseball (US);1989;Alpha Denshi Co. (SNK of America license);NO;-;-
sbasketb;Super Basketball (version I, encrypted);1984;Konami;NO;-;-
sbishi;Super Bishi Bashi Championship (ver JAA, 2 Players);1998;Konami;NO;-;-
sbm;Sonic Blast Man (US);1990;Taito Corporation;NO;-;-
sbomber;Space Bomber (ver. B);1998;Psikyo;NO;-;-
sbubsm;Super Bubble Bobble (Sun Mixing, Megadrive clone hardware);199?;Sun Mixing;NO;-;-
scessjoe;Success Joe (World);1990;Taito Corporation / Wave;NO;-;-
scfinals;Super Cup Finals (Ver 2.2O 1994/01/13, single PCB);1993;Taito Corporation Japan;NO;-;-
schmeisr;Schmeiser Robo (Japan);1993;Hot-B;NO;-;-
sci;Special Criminal Investigation (World set 1);1989;Taito Corporation Japan;NO;-;-
scion;Scion;1984;Seibu Denshi;NO;-;stinger
scobra;Super Cobra;1981;Konami;NO;-;-
scontra;Super Contra;1988;Konami;NO;-;-
scorpion;Scorpion (set 1);1982;Zaccaria;NO;-;-
scotrsht;Scooter Shooter;1985;Konami;NO;-;-
scramble;Scramble;1981;Konami;NO;-;-
scregg;Scrambled Egg;1983;Technos;NO;-;-
screwloo;Screw Loose (prototype);1983;Mylstar;NO;-;-
scross;Stadium Cross (World);1992;Sega;NO;-;-
scudhamm;Scud Hammer;1994;Jaleco;NO;-;-
sderby;Super Derby (Playmark, v.07.03);1996;Playmark;NO;-;-
sdfight;SD Fighters (Korea);1996;SemiCom;NO;-;-
sdgndmps;SD Gundam Psycho Salamander no Kyoui;1991;Banpresto / Bandai;NO;-;-
sdi;SDI - Strategic Defense Initiative (Japan, newer, System 16A, FD1089B 317-0027);1987;Sega;NO;-;-
sdodgeb;Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu;1996;Technos;NO;neogeo;-
sdungeon;Space Dungeon;1981;Taito America Corporation;NO;-;-
searchar;SAR - Search And Rescue (World);1989;SNK;NO;-;-
searchey;Search Eye (English / Korean / Japanese / Italian);1999;Yun Sung;NO;-;-
searchp2;Search Eye Plus V2.0;1999;Yun Sung;NO;-;-
secretag;Secret Agent (World revision 3);1989;Data East Corporation;NO;-;-
sectionz;Section Z (set 1);1985;Capcom;NO;-;-
seganinj;Sega Ninja (315-5102);1985;Sega;NO;-;-
seicross;Seicross (set 1);1984;Nichibutsu / Alice;NO;-;-
selfeena;Sel Feena;1991;East Technology;NO;-;-
semibase;MuHanSeungBu (SemiCom Baseball) (Korea);1997;SemiCom;NO;-;-
sengekis;Sengeki Striker (Asia);1997;Kaneko / Warashi;NO;skns;-
sengoku;Sengoku / Sengoku Denshou (NGM-017)(NGH-017);1991;SNK;NO;neogeo;-
sengoku2;Sengoku 2 / Sengoku Denshou 2;1993;SNK;NO;neogeo;-
sengoku3;Sengoku 3 / Sengoku Densho 2001 (set 1);2001;SNK / Noise Factory;NO;neogeo;-
senjyo;Senjyo;1983;Tehkan;NO;-;-
senknow;Sen-Know (Japan);1999;Kaneko / Kouyousha;NO;skns;-
senkyu;Senkyu (Japan, newer);1995;Seibu Kaihatsu;NO;-;-
sf;Street Fighter (US, set 1);1987;Capcom;NO;-;-
sf2;Street Fighter II - The World Warrior (910522 World);1991;Capcom;NO;-;-
sf2ce;Street Fighter II' - Champion Edition (street fighter 2' 920513 World);1992;Capcom;NO;-;-
sf2hf;Street Fighter II' - Hyper Fighting (street fighter 2' T 921209 World);1992;Capcom;NO;-;-
sfa;Street Fighter Alpha - warriors' dreams (950727 Euro);1995;Capcom;NO;-;-
sfa2;Street Fighter Alpha 2 (960229 Euro);1996;Capcom;NO;-;-
sfa3;Street Fighter Alpha 3 (980904 Euro);1998;Capcom;NO;-;-
sfiii;Street Fighter III: New Generation (Euro 970204);1997;Capcom;NO;-;-
sfiii2;Street Fighter III 2nd Impact: Giant Attack (USA 970930);1997;Capcom;NO;-;-
sfiii3;Street Fighter III 3rd Strike: Fight for the Future (Euro 990608);1999;Capcom;NO;-;-
sfposeid;Sea Fighter Poseidon;1984;Taito Corporation;NO;-;-
sftm;Street Fighter: The Movie (v1.12);1995;Capcom / Incredible Technologies;NO;-;-
sfx;SF-X;1983;Taiyo System (Nichibutsu license);NO;-;-
sfz2al;Street Fighter Zero 2 Alpha (960826 Asia);1996;Capcom;NO;-;-
sfzch;Street Fighter Zero (CPS Changer, 951020 Japan);1995;Capcom;NO;-;-
sgemf;Super Gem Fighter Mini Mix (970904 USA);1997;Capcom;NO;-;-
sgladiat;Gladiator 1984;1984;SNK;NO;-;-
sgmast;Super Masters Golf (World?, Floppy Based, FD1094 317-0058-05d?);1989;Sega;NO;-;-
sgunner;Steel Gunner (Rev B);1990;Namco;NO;-;-
sgunner2;Steel Gunner 2 (US);1991;Namco;NO;-;-
shackled;Shackled (US);1986;Data East USA;NO;-;-
shadfrce;Shadow Force (World, Version 3);1993;Technos Japan;NO;-;-
shadowld;Shadowland (YD3);1987;Namco;NO;-;-
shadoww;Shadow Warriors (World, set 1);1988;Tecmo;NO;-;-
shangha3;Shanghai III (World);1993;Sunsoft;NO;-;-
shangkid;Shanghai Kid;1985;Taiyo (Data East license);NO;-;-
shangon;Super Hang-On (sitdown/upright, unprotected);1987;Sega;NO;-;-
sharkatt;Shark Attack;1980;Pacific Novelty;NO;-;-
sharrier;Space Harrier (Rev A, 8751 315-5163A);1985;Sega;NO;-;-
shdancer;Shadow Dancer (set 3, US);1989;Sega;NO;-;-
shimpact;Super High Impact (rev LA1 09/30/91);1991;Midway;NO;-;-
shinobi;Shinobi (set 6, System 16A, unprotected);1987;Sega;NO;-;-
shinygld;Shiny Golds;1996;Playmark;NO;-;-
shocking;Shocking;1997;Yun Sung;NO;-;-
shocktr2;Shock Troopers - 2nd Squad;1998;Saurus;NO;neogeo;-
shocktro;Shock Troopers (set 1);1997;Saurus;NO;neogeo;-
shogwarr;Shogun Warriors (World);1992;Kaneko;NO;-;-
shollow;Satan's Hollow (set 1);1981;Bally Midway;NO;midssio;-
shootout;Shoot Out (US);1985;Data East USA;NO;-;-
shoottv;Must Shoot TV (prototype);199?;Incredible Technologies;NO;-;-
showdown;Showdown (version 5.0);1988;Exidy;NO;-;-
shtrider;Shot Rider;1985;Seibu Kaihatsu;NO;-;-
shufshot;Shuffleshot (v1.40);1997;Strata/Incredible Technologies;NO;-;-
shuuz;Shuuz (version 8.0);1990;Atari Games;NO;-;-
sidearms;Side Arms - Hyper Dyne (World, 861129);1986;Capcom;NO;-;-
sidepckt;Side Pocket (World);1986;Data East Corporation;NO;-;-
silentd;Silent Dragon (World);1992;Taito Corporation Japan;NO;-;-
silkroad;The Legend of Silkroad;1999;Unico;NO;-;-
silkworm;Silk Worm (World);1988;Tecmo;NO;-;-
silvmil;Silver Millennium;1995;Para;NO;-;-
simpsons;The Simpsons (4 Players World, set 1);1991;Konami;NO;-;-
sinistar;Sinistar (revision 3);1982;Williams;NO;-;-
sjryuko;Sukeban Jansi Ryuko (set 2, System 16B, FD1089B 317-5021);1987;White Board;NO;-;-
skns;Super Kaneko Nova System BIOS;1996;Kaneko;NO;-;-
skullfng;Skull Fang (World);1996;Data East Corporation;NO;-;-
skullxbo;Skull & Crossbones (rev 5);1989;Atari Games;NO;-;-
skyadvnt;Sky Adventure (World);1989;Alpha Denshi Co.;NO;-;-
skyalert;Sky Alert;1992;Metro;NO;-;-
skyarmy;Sky Army;1982;Shoei;NO;-;-
skybase;Sky Base;1982;Omori Electric Co. Ltd;NO;-;-
skydest;Sky Destroyer (Japan);1985;Taito Corporation;NO;-;-
skyfox;Sky Fox;1987;Jaleco (Nichibutsu USA license);NO;-;-
skykid;Sky Kid (new version);1985;Namco;NO;-;-
skykiddx;Sky Kid Deluxe (set 1);1986;Namco;NO;-;-
skylancr;Sky Lancer;1983;Orca;NO;-;-
skyrobo;Sky Robo;1989;Nichibutsu;NO;-;-
skyskipr;Sky Skipper;1981;Nintendo;NO;-;-
skysmash;Sky Smasher;1990;Nihon System;NO;-;-
skysoldr;Sky Soldiers (US);1988;Alpha Denshi Co. (SNK of America/Romstar license);NO;-;-
slammast;Saturday Night Slam Masters (Slam Masters 930713 World);1993;Capcom;NO;-;-
slapshot;Slap Shot (Ver 3.0 O);1994;Taito Corporation Japan;NO;-;-
slapshtr;Slap Shooter;1986;Sega;NO;-;-
slipstrm;Slip Stream (Brazil 950515);1995;Capcom;NO;-;-
slither;Slither (set 1);1982;Century II;NO;-;-
slspirit;Solite Spirits;1999;Promat;NO;-;-
smashtv;Smash T.V. (rev 8.00);1990;Williams;NO;-;-
smgp;Super Monaco GP (World, Rev B, FD1094 317-0126a);1989;Sega;NO;-;-
snapjack;Snap Jack;1982;Universal;NO;-;-
snapper;Snapper (Korea);1990;Philko;NO;-;-
snowboar;Snow Board Championship (Version 2.1);1994;Gaelco;NO;-;-
snowbro2;Snow Bros. 2 - with new elves (Hanafram);1994;[Toaplan] Hanafram;NO;-;-
snowbros;Snow Bros. - Nick & Tom (set 1);1990;Toaplan;NO;-;-
socbrawl;Soccer Brawl (NGM-031);1991;SNK;NO;neogeo;-
sokoban;Sokoban LE;2015;cmonkey;NO;-;-
sokonuke;Sokonuke Taisen Game (Japan);1995;Sammy Industries;NO;-;-
solarfox;Solar Fox (upright);1981;Bally Midway;NO;midssio;-
soldam;Soldam;1992;Jaleco;NO;-;-
soldivid;Sol Divide - The Sword Of Darkness;1997;Psikyo;NO;-;-
solfigtr;Solitary Fighter (World);1991;Taito Corporation Japan;NO;-;-
solomon;Solomon's Key (US);1986;Tecmo;NO;-;-
sonic;SegaSonic The Hedgehog (Japan, rev. C);1992;Sega;NO;-;-
sonicbom;Sonic Boom (FD1094 317-0053);1987;Sega;NO;-;-
soniccar;Waku Waku Sonic Patrol Car;1991;Sega;NO;-;-
sonicfgt;SegaSonic Cosmo Fighter;1993;Sega;NO;-;-
sonicwi2;Aero Fighters 2 / Sonic Wings 2;1994;Video System Co.;NO;neogeo;-
sonicwi3;Aero Fighters 3 / Sonic Wings 3;1995;Video System Co.;NO;neogeo;-
sonson;Son Son;1984;Capcom;NO;-;-
sos;SOS;1980;Namco;NO;-;-
sotsugyo;Sotsugyo Shousho (Japan);1995;Mitchell (Atlus license);NO;-;-
spacduel;Space Duel (version 2);1980;Atari;NO;-;-
spacecr;Space Cruiser;1981;Taito Corporation;NO;-;-
spacedx;Space Invaders DX (US, v2.1);1994;Taito Corporation;NO;-;-
spacefb;Space Firebird (rev. 04-u);1980;Nintendo;NO;-;-
spacegun;Space Gun (World);1990;Taito Corporation Japan;NO;-;-
spaceskr;Space Seeker;1981;Taito Corporation;NO;-;-
spacewin;Scacco Matto / Space Win;1996;Playmark;NO;-;-
spacfury;Space Fury (revision C);1981;Sega;NO;-;-
spang;Super Pang (World 900914);1990;Mitchell;NO;-;-
sparkman;Spark Man (v2.0, set 1);1989;SunA;NO;-;-
sparkz;Sparkz (prototype);1992;Atari Games;NO;-;-
spatter;Spatter (315-5xxx);1984;Sega;NO;-;-
spcinv95;Space Invaders '95: The Attack Of Lunar Loonies (Ver 2.5O 1995/06/14);1995;Taito Corporation Japan;NO;-;-
spcpostn;Space Position (Japan);1986;Sega / Nasco;NO;-;-
spdball;Speed Ball - Contest at Neonworld (prototype);1985;Williams;NO;-;-
spdcoin;Speed Coin (prototype);1984;Stern;NO;-;-
spdodgeb;Super Dodge Ball (US);1987;Technos Japan;NO;-;-
speakres;Speak & Rescue;1980;Sun Electronics;NO;-;-
spec2k;Spectrum 2000 (vertical, Korea);2000;Yona Tech;NO;-;-
speccies;Speccies 2;2015;Sokurah;NO;-;-
speedbal;Speed Ball (set 1);1987;Tecfri / Desystem S.A.;NO;-;-
speedspn;Speed Spin;1994;TCH;NO;-;-
spelunk2;Spelunker II - 23 no Kagi (Japan);1986;Irem (licensed from Broderbund);NO;-;tr606drumkit
spelunkr;Spelunker;1985;Irem (licensed from Broderbund);NO;-;tr606drumkit
spf2t;Super Puzzle Fighter II Turbo (Super Puzzle Fighter 2 Turbo 960529 Euro);1996;Capcom;NO;-;-
spidman;Spider-Man: The Videogame (World);1991;Sega;NO;-;-
spinlbrk;Spinal Breakers (World);1990;V-System Co.;NO;-;-
spinmast;Spin Master / Miracle Adventure;1993;Data East Corporation;NO;neogeo;-
splat;Splat!;1982;Williams;NO;-;-
splatter;Splatter House (World, new version (SH3));1988;Namco;NO;-;-
spnchout;Super Punch-Out!! (Rev B);1984;Nintendo;NO;-;-
spotty;Spotty (Ver. 2.0.2);2001;Prince Co.;NO;-;-
sprcros2;Super Cross II (Japan, set 1);1986;GM Shoji;NO;-;-
springer;Springer;1982;Orca;NO;-;-
spy;S.P.Y. - Special Project Y (World ver. N);1989;Konami;NO;-;-
spyhunt;Spy Hunter;1983;Bally Midway;NO;midssio;-
spyhunt2;Spy Hunter II (rev 2);1987;Bally Midway;NO;-;-
sqbert;Faster, Harder, More Challenging Q*bert (prototype);1983;Mylstar;NO;-;qbert
sqij;SQIJ!;2018;Sokurah;NO;-;-
squaitsa;Squash (Itisa);1984;Itisa;NO;-;-
squash;Squash (ver. 1.0, checksum 015aef61);1992;Gaelco;NO;-;-
sraider;Space Raider;1982;Universal;NO;-;-
sranger;Super Ranger (v2.0);1988;SunA;NO;-;-
srdarwin;Super Real Darwin (World);1987;Data East Corporation;NO;-;-
srdmissn;S.R.D. Mission;1986;Kyugo / Taito Corporation;NO;-;-
